Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity
TC-R4LEC02-BULK/FPS.RND.W301.00,EUTA-G-X,Raw Material,0.01000
TC-R4LEC02-BULK/FPS.RND.W301.00,PEN-PRSVPE-X,Raw Material,0.00800
TC-R4LEC02-BULK/FPS.RND.W301.00,VITA-B3UPPC-X,Raw Material,0.00500
TC-R4LEC02-BULK/FPS.RND.W301.00,PEN-SENSC50-X,Raw Material,0.00400
TC-R4LEC02-BULK/FPS.RND.W301.00,BHT-CRTL-X,Raw Material,0.00100
TC-R4LEC02-BULK/FPS.RND.W301.00,PARF-AMSKLG-X,Raw Material,0.00040
TC-R4LEC02-BULK/FPS.RND.W301.00,TIT-CR50HD-X,Raw Material,0.07000
TC-R4LEC02-BULK/FPS.RND.W301.00,WARN-YLW3AS-X,Raw Material,0.01088
TC-R4LEC02-BULK/FPS.RND.W301.00,WARN-RED3ASTDMS-BULK,Intermediate,0.00931
TC-R4LEC02-BULK/FPS.RND.W301.00,WARN-UNPBRWNL88-X,Raw Material,0.00431
TC-R4LEC02-BULK/FPS.RND.W301.00,WARN-TETDMS-BULK,Intermediate,0.00147
FT-CHG-BULK/FPS.RND.W258.01,AIR-RO--L,Raw Material,0.79939
FT-CHG-BULK/FPS.RND.W258.01,EXF-GLDL-X,Raw Material,0.04000
FT-CHG-BULK/FPS.RND.W258.01,EKS-FMO-X,Raw Material,0.03750
FT-CHG-BULK/FPS.RND.W258.01,EMU-DBC-X,Raw Material,0.03750
FT-CHG-BULK/FPS.RND.W258.01,SAMP-BGFAC-X,Raw Material,0.03000
FT-CHG-BULK/FPS.RND.W258.01,SAMP-TSCDHT-X,Raw Material,0.02080
FT-CHG-BULK/FPS.RND.W258.01,PR-ZPRDL-X,Raw Material,0.01000
FT-CHG-BULK/FPS.RND.W258.01,EXTR-SILVBG30-X,Raw Material,0.01000
FT-CHG-BULK/FPS.RND.W258.01,PENG-PHC-X,Raw Material,0.01000
FT-CHG-BULK/FPS.RND.W258.01,GLYC--ECOS-K,Raw Material,0.00125
FT-CHG-BULK/FPS.RND.W258.01,ALAN--AK-K,Raw Material,0.00100
FT-CHG-BULK/FPS.RND.W258.01,PARF-CTPSMOD-X,Raw Material,0.00225
FT-CHG-BULK/FPS.RND.W258.01,BIO-HYAL-BIL,Raw Material,0.00010
FT-CHG-BULK/FPS.RND.W258.01,ACTI-ADNL-X,Raw Material,0.00010
FT-CHG-BULK/FPS.RND.W258.01,ACTI-ECTC-X,Raw Material,0.00010
FT-CHG-BULK/FPS.RND.W258.01,ACTI-MGCS-X,Raw Material,0.00001
TC-R4LEC03-BULK/FPS.RND.W302.00,SERI-CSF-X,Raw Material,0.20000
TC-R4LEC03-BULK/FPS.RND.W302.00,POWD-TGDS-X,Raw Material,0.20554
TC-R4LEC03-BULK/FPS.RND.W302.00,SERI-202LL-X,Raw Material,0.15000
TC-R4LEC03-BULK/FPS.RND.W302.00,POWD-GH52-X,Raw Material,0.10000
TC-R4LEC03-BULK/FPS.RND.W302.00,POWD-TGDS-X,Raw Material,0.10000
TC-R4LEC03-BULK/FPS.RND.W302.00,CABO-M5-X,Raw Material,0.02000
TC-R4LEC03-BULK/FPS.RND.W302.00,ZINC-STW-X,Raw Material,0.02000
TC-R4LEC03-BULK/FPS.RND.W302.00,IPM-CRDSG-X,Raw Material,0.02000
TC-R4LEC03-BULK/FPS.RND.W302.00,COSM-168ARV-X,Raw Material,0.01000
TC-R4LEC03-BULK/FPS.RND.W302.00,LAR-LICODDC-BULK,Intermediate,0.01000
TC-R4LEC03-BULK/FPS.RND.W302.00,EUTA-G-X,Raw Material,0.01000
TC-R4LEC03-BULK/FPS.RND.W302.00,PEN-PRSVPE-X,Raw Material,0.00800
TC-R4LEC03-BULK/FPS.RND.W302.00,VITA-B3UPPC-X,Raw Material,0.00500
TC-R4LEC03-BULK/FPS.RND.W302.00,PEN-SENSC50-X,Raw Material,0.00400
TC-R4LEC03-BULK/FPS.RND.W302.00,BHT-CRTL-X,Raw Material,0.00100
TC-R4LEC03-BULK/FPS.RND.W302.00,PARF-AMSKLG-X,Raw Material,0.00040
TC-R4LEC03-BULK/FPS.RND.W302.00,TIT-CR50HD-X,Raw Material,0.12000
TC-R4LEC03-BULK/FPS.RND.W302.00,WARN-YLW3AS-X,Raw Material,0.00382
TC-R4LEC03-BULK/FPS.RND.W302.00,WARN-RED3ASTDMS-BULK,Intermediate,0.00583
TC-R4LEC03-BULK/FPS.RND.W302.00,WARN-UNPBRWNL88-X,Raw Material,0.00641
REM-AMC-BULK/FPS.RND.W296.02,AIR-RO--L,Raw Material,0.87239
REM-AMC-BULK/FPS.RND.W296.02,HUM-HXLGLC-X,Raw Material,0.03500
REM-AMC-BULK/FPS.RND.W296.02,SAMP-CETIHE-X,Raw Material,0.03000
REM-AMC-BULK/FPS.RND.W296.02,VITA-B3UPPC-X,Raw Material,0.01500
REM-AMC-BULK/FPS.RND.W296.02,ACTI-HXCTEC-X,Raw Material,0.01000
REM-AMC-BULK/FPS.RND.W296.02,EMUL-PLUP-X,Raw Material,0.01000
REM-AMC-BULK/FPS.RND.W296.02,MOIS-RHH15P-X,Raw Material,0.00500
REM-AMC-BULK/FPS.RND.W296.02,PR-ZPRDL-X,Raw Material,0.00500
REM-AMC-BULK/FPS.RND.W296.02,MOIS-RQPO260-X,Raw Material,0.00400
REM-AMC-BULK/FPS.RND.W296.02,PEN-PRSVPE-X,Raw Material,0.00300
REM-AMC-BULK/FPS.RND.W296.02,EXTR-CUMGLY-X,Raw Material,0.00200
REM-AMC-BULK/FPS.RND.W296.02,GLYC--ECOS-K,Raw Material,0.00200
REM-AMC-BULK/FPS.RND.W296.02,MOIS-XYL-X,Raw Material,0.00200
REM-AMC-BULK/FPS.RND.W296.02,ALAN--AK-K,Raw Material,0.00100
REM-AMC-BULK/FPS.RND.W296.02,ASAM-SCAD-X,Raw Material,0.00100
REM-AMC-BULK/FPS.RND.W296.02,PANT--DL-K,Raw Material,0.00100
REM-AMC-BULK/FPS.RND.W296.02,PEN-RCCB-X,Raw Material,0.00100
REM-AMC-BULK/FPS.RND.W296.02,KOH--PH-K,Raw Material,0.00050
REM-AMC-BULK/FPS.RND.W296.02,EDT-DSLV-X,Raw Material,0.00005
REM-AMC-BULK/FPS.RND.W296.02,ACTI-AZCLR-X,Raw Material,0.00001
REM-AMC-BULK/FPS.RND.W296.02,ACTI-AICE06-X,Raw Material,0.00005
SS-SBSP30-BULK/FPS.RND.T45.05,CARB-UT21P-X,Raw Material,0.25000
SS-SBSP30-BULK/FPS.RND.T45.05,EXTR-PTHXCLND-X,Raw Material,0.10000
SS-SBSP30-BULK/FPS.RND.T45.05,PARF-BRCE-X,Raw Material,0.02400
SS-SBSP30-BULK/FPS.RND.T45.05,EDT-DSLV-X,Raw Material,0.05000
SS-SBSP30-BULK/FPS.RND.T45.05,KOH--PH-K,Raw Material,0.13000
SS-SBSP30-BULK/FPS.RND.T45.05,AGF-9051-X,Raw Material,2.35000
SS-SBSP30-BULK/FPS.RND.T45.05,THIC-MNTVL-X,Raw Material,1.00000
SS-SBSP30-BULK/FPS.RND.T45.05,BIO-HYAL-BIL,Raw Material,0.00100
SS-SBSP30-BULK/FPS.RND.T45.05,AIR-RO--L,Raw Material,72.44500
SS-SBSP30-BULK/FPS.RND.T45.05,XANT---K,Raw Material,0.15000
SS-SBSP30-BULK/FPS.RND.T45.05,ALAN--AK-K,Raw Material,0.10000
SS-SBSP30-BULK/FPS.RND.T45.05,BHT-CRTL-X,Raw Material,0.10000
SS-SBSP30-BULK/FPS.RND.T45.05,PANT--DL-K,Raw Material,0.50000
SS-SBSP30-BULK/FPS.RND.T45.05,FLMR-HYDTCM-X,Raw Material,0.50000
SS-SBSP30-BULK/FPS.RND.T45.05,PENG-PNX-X,Raw Material,0.80000
SS-SBSP30-BULK/FPS.RND.T45.05,ACTI-VEAC-X,Raw Material,0.50000
SS-SBSP30-BULK/FPS.RND.T45.05,SUNS-UVAPG-X,Raw Material,2.50000
SS-SBSP30-BULK/FPS.RND.T45.05,GLYC--ECOS-K,Raw Material,3.50000
SS-SBSP30-BULK/FPS.RND.T45.05,UVIN-MC80-BASF,Raw Material,10.00000
SS-SBSP30-BULK/FPS.RND.T45.05,SUNS-PEHS-X,Raw Material,5.00000
FW-RRYAG-BULK/FPS.RND.W199.00,ASAM-A-CAAH-K,Raw Material,0.25000
FW-RRYAG-BULK/FPS.RND.W199.00,SAMP-SYTNLA-X,Raw Material,0.00100
FW-RRYAG-BULK/FPS.RND.W199.00,SAMP-ACE06-X,Raw Material,0.01000
FW-RRYAG-BULK/FPS.RND.W199.00,MATR-3000-X,Raw Material,0.01000
FW-RRYAG-BULK/FPS.RND.W199.00,VITA-B3UPPC-X,Raw Material,0.05000
FW-RRYAG-BULK/FPS.RND.W199.00,SAMP-WHGLR2-X,Raw Material,0.10000
FW-RRYAG-BULK/FPS.RND.W199.00,ALAN--AK-K,Raw Material,0.10000
FW-RRYAG-BULK/FPS.RND.W199.00,EXTR-LCRG-X,Raw Material,0.05000
FW-RRYAG-BULK/FPS.RND.W199.00,AHA-MFE-X,Raw Material,0.05000
FW-RRYAG-BULK/FPS.RND.W199.00,EDT-B--K,Raw Material,0.05000
FW-RRYAG-BULK/FPS.RND.W199.00,GLYC--ECOS-K,Raw Material,8.00000
FW-RRYAG-BULK/FPS.RND.W199.00,TEGO-L7-1--K,Raw Material,10.00000
FW-RRYAG-BULK/FPS.RND.W199.00,AIR-RO--L,Raw Material,61.97900
FW-RRYAG-BULK/FPS.RND.W199.00,LBRJ-IIXD-X,Raw Material,4.00000
FW-RRYAG-BULK/FPS.RND.W199.00,TEXA---K,Raw Material,3.50000
FW-RRYAG-BULK/FPS.RND.W199.00,PENG-GL-LON,Raw Material,0.30000
FW-RRYAG-BULK/FPS.RND.W199.00,PEN-PRSVPE-X,Raw Material,0.50000
FW-RRYAG-BULK/FPS.RND.W199.00,SEPI-SPMXZ-X,Raw Material,0.25000
FW-RRYAG-BULK/FPS.RND.W199.00,EMUL-PLUP-X,Raw Material,2.00000
