Reference,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity
L-PTG2-BULK/FPS.RND.M87.00,SILI-KF54HV-X,Raw Material,0.10000
L-PTG2-BULK/FPS.RND.M87.00,SEPI-305-SF-K,Raw Material,0.03000
L-PTG2-BULK/FPS.RND.M87.00,MOIS-PTVT-X,Raw Material,0.03000
L-PTG2-BULK/FPS.RND.M87.00,FLMR-ELS7P-X,Raw Material,0.02000
L-PTG2-BULK/FPS.RND.M87.00,EMUL-AL21-,Raw Material,0.01000
L-PTG2-BULK/FPS.RND.M87.00,PENG-PHC-X,Raw Material,0.01000
L-PTG2-BULK/FPS.RND.M87.00,ACTI-HDR-X,Raw Material,0.00300
L-PTG2-BULK/FPS.RND.M87.00,ALAN--AK-K,Raw Material,0.00100
L-PTG2-BULK/FPS.RND.M87.00,PARF-VMR-X,Raw Material,0.00100
L-PTG2-BULK/FPS.RND.M87.00,EDT-B--K,Raw Material,0.00050
L-PTG2-BULK/FPS.RND.M87.00,WARN-ALRED-X,Raw Material,0.00080
L-PTG2-BULK/FPS.RND.M87.00,WARN-K7008J-X,Raw Material,0.00050
L-PTG2-BULK/FPS.RND.M87.00,WARN-O025-X,Raw Material,0.00040
L-PTG2-BULK/FPS.RND.M87.00,WARN-K7054J-X,Raw Material,0.00040
L-PTG2-BULK/FPS.RND.M87.00,WARN-BB--K,Raw Material,0.00013
F-EXL01-BULK/FPS.RND.M63.03,SAMP-MKGSNTR-X,Raw Material,0.07000
F-EXL01-BULK/FPS.RND.M63.03,SILI-MCMA-X,Raw Material,0.06130
F-EXL01-BULK/FPS.RND.M63.03,CRO1-ML-,Raw Material,0.04400
F-EXL01-BULK/FPS.RND.M63.03,BENT-BGVS5PC-X,Raw Material,0.03600
F-EXL01-BULK/FPS.RND.M63.03,EMUL-KF68-X,Raw Material,0.03500
F-EXL01-BULK/FPS.RND.M63.03,GLYC--ECOS-K,Raw Material,0.03000
F-EXL01-BULK/FPS.RND.M63.03,SILI-SSFM-X,Raw Material,0.02500
F-EXL01-BULK/FPS.RND.M63.03,SILI-KF54HV-X,Raw Material,0.02200
F-EXL01-BULK/FPS.RND.M63.03,SILI-DCMQ1600-X,Raw Material,0.02200
F-EXL01-BULK/FPS.RND.M63.03,EMU-CPLS-X,Raw Material,0.02000
F-EXL01-BULK/FPS.RND.M63.03,SAMP-DEASB-X,Raw Material,0.02000
F-EXL01-BULK/FPS.RND.M63.03,SOLV-BGKHN-X,Raw Material,0.01500
F-EXL01-BULK/FPS.RND.M63.03,MOIS-TR100-X,Raw Material,0.01500
F-EXL01-BULK/FPS.RND.M63.03,SILI-KFFA-X,Raw Material,0.01400
F-EXL01-BULK/FPS.RND.M63.03,TALC-C-2KPD-X,Raw Material,0.01200
F-EXL01-BULK/FPS.RND.M63.03,EMUL-KF6017-X,Raw Material,0.01200
F-EXL01-BULK/FPS.RND.M63.03,COVB-LH8-,Raw Material,0.01200
F-EXL01-BULK/FPS.RND.M63.03,SILI-SRSPD72-X,Raw Material,0.01000
F-EXL01-BULK/FPS.RND.M63.03,THIC-RMGSO4-X,Raw Material,0.01000
F-EXL01-BULK/FPS.RND.M63.03,SILC-SP500LS-X,Raw Material,0.00800
F-EXL01-BULK/FPS.RND.M63.03,PENG-NPGEHP-X,Raw Material,0.00800
F-EXL01-BULK/FPS.RND.M63.03,SUNP-170-X,Raw Material,0.00500
F-EXL01-BULK/FPS.RND.M63.03,STEA-DSP300-X,Raw Material,0.00500
F-EXL01-BULK/FPS.RND.M63.03,PENG-SYM68-X,Raw Material,0.00300
F-EXL01-BULK/FPS.RND.M63.03,ALAN--AK-K,Raw Material,0.00100
F-EXL01-BULK/FPS.RND.M63.03,EDT-B--K,Raw Material,0.00100
F-EXL01-BULK/FPS.RND.M63.03,TITA-CROTS-X,Raw Material,0.14300
F-EXL01-BULK/FPS.RND.M63.03,SAMP-AS1-LL100P-X,Raw Material,0.03080
F-EXL01-BULK/FPS.RND.M63.03,SAMP-AS1-R516P-X,Raw Material,0.00700
F-EXL01-BULK/FPS.RND.M63.03,SAMP-AS1-BL100P-X,Raw Material,0.00290
SRM-PSHS-BULK/FPS.RND.M88.02,VITA-B3UPPC-X,Raw Material,0.05000
SRM-PSHS-BULK/FPS.RND.M88.02,GLYC--ECOS-K,Raw Material,0.03000
SRM-PSHS-BULK/FPS.RND.M88.02,SYNC-SCL-X,Raw Material,0.02500
SRM-PSHS-BULK/FPS.RND.M88.02,SAMP-HYSGLGR-X,Raw Material,0.02500
SRM-PSHS-BULK/FPS.RND.M88.02,HUM-GLU20-X,Raw Material,0.02000
SRM-PSHS-BULK/FPS.RND.M88.02,PR-ZPRDL-X,Raw Material,0.02000
SRM-PSHS-BULK/FPS.RND.M88.02,SILI-KSGFT-X,Raw Material,0.02000
SRM-PSHS-BULK/FPS.RND.M88.02,PENG-PHC-X,Raw Material,0.00800
SRM-PSHS-BULK/FPS.RND.M88.02,THIC-MK25-X,Raw Material,0.00600
SRM-PSHS-BULK/FPS.RND.M88.02,ALAN--AK-K,Raw Material,0.00500
SRM-PSHS-BULK/FPS.RND.M88.02,EDT-B--K,Raw Material,0.00100
SRM-PSHS-BULK/FPS.RND.M88.02,BIO-HYAL-BIL,Raw Material,0.00100
SRM-PSHS-BULK/FPS.RND.M88.02,SALA-99--K,Raw Material,0.00100
SRM-PSHS-BULK/FPS.RND.M88.02,BENE-K200-X,Raw Material,0.00050
SRM-PSHS-BULK/FPS.RND.M88.02,SAMP-APCAPGA-X,Raw Material,0.00001
SRM-PSHS-BULK/FPS.RND.M88.02,OIL-RBOM-X,Raw Material,0.00001
SRM-PSHS-BULK/FPS.RND.M88.02,WARN-UCGRKJ-X,Raw Material,0.00000
SRM-PSOC-BULK/FPS.RND.M95.00,PR-ZPRDL-X,Raw Material,0.04000
SRM-PSOC-BULK/FPS.RND.M95.00,LAR-SF30-BULK,Intermediate,0.03200
SRM-PSOC-BULK/FPS.RND.M95.00,SAMP-BBRSAR-X,Raw Material,0.02000
SRM-PSOC-BULK/FPS.RND.M95.00,DPG-LO-,Raw Material,0.01000
SRM-PSOC-BULK/FPS.RND.M95.00,PENG-PHC-X,Raw Material,0.01000
SRM-PSOC-BULK/FPS.RND.M95.00,THIC-VZNFC-X,Raw Material,0.00500
SRM-PSOC-BULK/FPS.RND.M95.00,ALAN--AK-K,Raw Material,0.00200
SRM-PSOC-BULK/FPS.RND.M95.00,SAMP-MDCS-X,Raw Material,0.00200
SRM-PSOC-BULK/FPS.RND.M95.00,EDT-B--K,Raw Material,0.00100
SRM-PSOC-BULK/FPS.RND.M95.00,EMUL-DERMSOLP-,Raw Material,0.00050
SRM-PSOC-BULK/FPS.RND.M95.00,OIL-TTOIDS-X,Raw Material,0.00050
SRM-PSOC-BULK/FPS.RND.M95.00,LAR-BE-BULK,Intermediate,0.00284
SRM-PSOC-BULK/FPS.RND.M95.00,WARN-K-BULK,Intermediate,0.00003
SRM-PSOC-BULK/FPS.RND.M95.00,WARN-LT--BULK,Intermediate,0.00001
SRM-PSDS-BULK/FPS.RND.M94.01,ACTI-BWCTA-X,Raw Material,0.06000
SRM-PSDS-BULK/FPS.RND.M94.01,VITA-B3PC-X,Raw Material,0.05000
SRM-PSDS-BULK/FPS.RND.M94.01,PR-ZPRDL-X,Raw Material,0.04000
SRM-PSDS-BULK/FPS.RND.M94.01,ACTI-TXPP-X,Raw Material,0.03000
SRM-PSDS-BULK/FPS.RND.M94.01,HYA-AC511H-X,Raw Material,0.02500
SRM-PSDS-BULK/FPS.RND.M94.01,PENG-PHC-X,Raw Material,0.00800
SRM-PSDS-BULK/FPS.RND.M94.01,THIC-ARAVC-,Raw Material,0.00500
SRM-PSDS-BULK/FPS.RND.M94.01,ALAN--AK-K,Raw Material,0.00200
SRM-PSDS-BULK/FPS.RND.M94.01,EDT-B--K,Raw Material,0.00100
SRM-PSDS-BULK/FPS.RND.M94.01,EMUL-DERMSOLP-,Raw Material,0.00100
SRM-PSDS-BULK/FPS.RND.M94.01,THIC-MK25-X,Raw Material,0.00060
SRM-PSDS-BULK/FPS.RND.M94.01,KOH--PH-K,Raw Material,0.00013
SRM-PSDS-BULK/FPS.RND.M94.01,ACTI-SDMSP-X,Raw Material,0.00010
SRM-PSDS-BULK/FPS.RND.M94.01,ACTI-ALARB-X,Raw Material,0.00010
SRM-PSDS-BULK/FPS.RND.M94.01,SAMP-AA2G-X,Raw Material,0.00002
SRM-PSDS-BULK/FPS.RND.M94.01,PARF-WYM1R-X,Raw Material,0.00001
SRM-PSDS-BULK/FPS.RND.M94.01,LAR-BE-BULK,Intermediate,0.00011
SRM-PSDS-BULK/FPS.RND.M94.01,LAR-WMHTG-BULK,Intermediate,0.00010
SRM-PSDS-BULK/FPS.RND.M94.01,WARN-K-BULK,Intermediate,0.00005
FT-PSTE-BULK/FPS.RND.M90.01,VITA-B3PC-X,Raw Material,0.05000
FT-PSTE-BULK/FPS.RND.M90.01,HUM-GLU20-X,Raw Material,0.01500
FT-PSTE-BULK/FPS.RND.M90.01,MOIS-XYL-X,Raw Material,0.01000
FT-PSTE-BULK/FPS.RND.M90.01,GLYC--ECOS-K,Raw Material,0.01000
FT-PSTE-BULK/FPS.RND.M90.01,PENG-PHC-X,Raw Material,0.00700
FT-PSTE-BULK/FPS.RND.M90.01,EKS-GTLE-X,Raw Material,0.00100
FT-PSTE-BULK/FPS.RND.M90.01,NEUT-LM-X,Raw Material,0.00300
FT-PSTE-BULK/FPS.RND.M90.01,EDT-B--K,Raw Material,0.00100
FT-PSTE-BULK/FPS.RND.M90.01,ALAN--AK-K,Raw Material,0.00100
FT-PSTE-BULK/FPS.RND.M90.01,ASAM-A-CAAH-K,Raw Material,0.00006
FT-PSTE-BULK/FPS.RND.M90.01,EMUL-DERMSOLP-,Raw Material,0.00003
FT-PSTE-BULK/FPS.RND.M90.01,PARF-WYM1R-X,Raw Material,0.00001
FT-PHPRA-BULK/FPS.RND.V13.00,VITA-B3PC-X,Raw Material,0.00001
FT-PHPRA-BULK/FPS.RND.V13.00,ALAN--AK-K,Raw Material,0.00200
FT-PHPRA-BULK/FPS.RND.V13.00,PENG-CLRP-X,Raw Material,0.00100
FT-PHPRA-BULK/FPS.RND.V13.00,AJID-ZN100-X,Raw Material,0.01000
FT-PHPRA-BULK/FPS.RND.V13.00,SAMP-BBRSAR-X,Raw Material,0.02000
FT-PHPRA-BULK/FPS.RND.V13.00,GLYC--ECOS-K,Raw Material,0.01300
FT-PHPRA-BULK/FPS.RND.V13.00,ACTI-HDR-X,Raw Material,0.00700
FT-PHPRA-BULK/FPS.RND.V13.00,HUM-GLU20-X,Raw Material,0.02000
FT-PHPRA-BULK/FPS.RND.V13.00,GLUC--MC,Raw Material,0.01500
FT-PHPRA-BULK/FPS.RND.V13.00,ACTI-SRCM-X,Raw Material,0.01000
FT-PHPRA-BULK/FPS.RND.V13.00,PEN-PRSVPE-X,Raw Material,0.00500
FT-PHPRA-BULK/FPS.RND.V13.00,LAR-SF30-BULK,Intermediate,0.02000
FT-PHPRA-BULK/FPS.RND.V13.00,CLAY-KAOSRG-X,Raw Material,0.00200
FT-PHPRA-BULK/FPS.RND.V13.00,POWD-H53-X,Raw Material,0.00200
HBL-GM-BULK/FPS.RND.L11.00,GLYC--ECOS-K,Raw Material,0.08000
HBL-GM-BULK/FPS.RND.L11.00,OIL-BLWHMO-X,Raw Material,0.04000
HBL-GM-BULK/FPS.RND.L11.00,EMUL-MTVT-X,Raw Material,0.02000
HBL-GM-BULK/FPS.RND.L11.00,PENG-STPHL-X,Raw Material,0.01500
HBL-GM-BULK/FPS.RND.L11.00,VASE-V3150-X,Raw Material,0.01250
HBL-GM-BULK/FPS.RND.L11.00,THIC-SPVE10-X,Raw Material,0.01150
HBL-GM-BULK/FPS.RND.L11.00,SAMP-APCAPGA-X,Raw Material,0.01000
HBL-GM-BULK/FPS.RND.L11.00,SQUA-AMYR-X,Raw Material,0.01000
HBL-GM-BULK/FPS.RND.L11.00,ACTI-RCLRP-X,Raw Material,0.00500
HBL-GM-BULK/FPS.RND.L11.00,KOH--PH-K,Raw Material,0.00027
HBL-GM-BULK/FPS.RND.L11.00,ALAN--AK-K,Raw Material,0.00200
HBL-GM-BULK/FPS.RND.L11.00,SAMP-DPGRZ-X,Raw Material,0.00200
HBL-GM-BULK/FPS.RND.L11.00,PENG-CLRP-X,Raw Material,0.00100
HBL-GM-BULK/FPS.RND.L11.00,EDT-B--K,Raw Material,0.00100
HBL-GM-BULK/FPS.RND.L11.00,ACTI-HAOL-X,Raw Material,0.00030
F-EXL06-BULK/FPS.RND.M89.00,EDT-B--K,Raw Material,0.00100
F-EXL06-BULK/FPS.RND.M89.00,ALAN--AK-K,Raw Material,0.00100
F-EXL06-BULK/FPS.RND.M89.00,PENG-SYM68-X,Raw Material,0.00300
F-EXL06-BULK/FPS.RND.M89.00,BENT-BGVS5PC-X,Raw Material,0.03600
F-EXL06-BULK/FPS.RND.M89.00,MOIS-TR100-X,Raw Material,0.01500
F-EXL06-BULK/FPS.RND.M89.00,CRO1-ML-,Raw Material,0.04400
F-EXL06-BULK/FPS.RND.M89.00,SILI-MCMA-X,Raw Material,0.06130
F-EXL06-BULK/FPS.RND.M89.00,SAMP-MKGSNTR-X,Raw Material,0.07000
F-EXL06-BULK/FPS.RND.M89.00,EMUL-KF68-X,Raw Material,0.03500
F-EXL06-BULK/FPS.RND.M89.00,EMUL-KF6017-X,Raw Material,0.01200
F-EXL06-BULK/FPS.RND.M89.00,THIC-RMGSO4-X,Raw Material,0.01000
F-EXL06-BULK/FPS.RND.M89.00,SILI-SRSPD72-X,Raw Material,0.01000
F-EXL06-BULK/FPS.RND.M89.00,TALC-C-2KPD-X,Raw Material,0.01200
F-EXL06-BULK/FPS.RND.M89.00,GLYC--ECOS-K,Raw Material,0.03000
F-EXL06-BULK/FPS.RND.M89.00,COVB-LH8-,Raw Material,0.01200
F-EXL06-BULK/FPS.RND.M89.00,EMU-CPLS-X,Raw Material,0.02000
F-EXL06-BULK/FPS.RND.M89.00,SILI-KFFA-X,Raw Material,0.01400
F-EXL06-BULK/FPS.RND.M89.00,SOLV-BGKHN-X,Raw Material,0.01500
F-EXL06-BULK/FPS.RND.M89.00,SUNP-170-X,Raw Material,0.00500
F-EXL06-BULK/FPS.RND.M89.00,TITA-CROTS-X,Raw Material,0.14300
F-EXL06-BULK/FPS.RND.M89.00,STEA-DSP300-X,Raw Material,0.00500
F-EXL06-BULK/FPS.RND.M89.00,SILC-SP500LS-X,Raw Material,0.00800
F-EXL06-BULK/FPS.RND.M89.00,PENG-NPGEHP-X,Raw Material,0.00800
F-EXL06-BULK/FPS.RND.M89.00,SAMP-AS1-LL100P-X,Raw Material,0.03080
F-EXL06-BULK/FPS.RND.M89.00,SAMP-DEASB-X,Raw Material,0.02000
F-EXL06-BULK/FPS.RND.M89.00,SILI-DCMQ1600-X,Raw Material,0.02200
F-EXL06-BULK/FPS.RND.M89.00,SAMP-AS1-BL100P-X,Raw Material,0.00290
F-EXL06-BULK/FPS.RND.M89.00,SAMP-AS1-R516P-X,Raw Material,0.00700
F-EXL06-BULK/FPS.RND.M89.00,SILI-KF54HV-X,Raw Material,0.02200
F-EXL06-BULK/FPS.RND.M89.00,SILI-SSFM-X,Raw Material,0.02500
HP-DTHP-BULK/FPS.RND.K29.01,DRYF-PC-X,Raw Material,0.25000
HP-DTHP-BULK/FPS.RND.K29.01,SAMP-AER202-X,Raw Material,0.20000
HP-DTHP-BULK/FPS.RND.K29.01,GLYC--ECOS-K,Raw Material,0.10000
HP-DTHP-BULK/FPS.RND.K29.01,SAMP-LVKVA64P-X,Raw Material,0.02000
HP-DTHP-BULK/FPS.RND.K29.01,SAMP-DNMCD1-X,Raw Material,0.00500
HP-DTHP-BULK/FPS.RND.K29.01,PENG-GL-LON,Raw Material,0.00400
HP-DTHP-BULK/FPS.RND.K29.01,EDT-B--K,Raw Material,0.00100
EB-PBHG-BULK/FPS.RND.M101.02,SAMP-DEASB-X,Raw Material,0.35000
EB-PBHG-BULK/FPS.RND.M101.02,SAMP-LUVK90AT1-X,Raw Material,0.30000
EB-PBHG-BULK/FPS.RND.M101.02,SAMP-PL9540UW-X,Raw Material,0.30000
EB-PBHG-BULK/FPS.RND.M101.02,GLYC--ECOS-K,Raw Material,0.00500
EB-PBHG-BULK/FPS.RND.M101.02,PENG-PHC-X,Raw Material,0.00800
EB-PBHG-BULK/FPS.RND.M101.02,ALAN--AK-K,Raw Material,0.00100
EB-PBHG-BULK/FPS.RND.M101.02,ACTI-WDLS-X,Raw Material,0.00100
EB-PBHG-BULK/FPS.RND.M101.02,EDT-B--K,Raw Material,0.00050
EB-PBHG-BULK/FPS.RND.M101.02,THIC-ARAVC-,Raw Material,0.00080
RD-ETMB-BULK/FPS.RND.ELL003.00,DPG-LO-,Raw Material,0.45000
RD-ETMB-BULK/FPS.RND.ELL003.00,SAMP-MRGBRZ-X,Raw Material,0.25000
RD-ETMB-BULK/FPS.RND.ELL003.00,SAMP-DEASB-X,Raw Material,0.30000
FT-RBST-BULK/FPS.RND.T110.01,VITA-B3UPPC-X,Raw Material,0.02000
FT-RBST-BULK/FPS.RND.T110.01,GLYC--ECOS-K,Raw Material,0.00950
FT-RBST-BULK/FPS.RND.T110.01,PENG-PHC-X,Raw Material,0.00700
FT-RBST-BULK/FPS.RND.T110.01,BETA-A98MR-X,Raw Material,0.00600
FT-RBST-BULK/FPS.RND.T110.01,ALAN--AK-K,Raw Material,0.00100
FT-RBST-BULK/FPS.RND.T110.01,EDT-B--K,Raw Material,0.00100
FT-RBST-BULK/FPS.RND.T110.01,EXTR-SILVBG30-X,Raw Material,0.00100
FT-RBST-BULK/FPS.RND.T110.01,EMUL-DERMSOLP-,Raw Material,0.00020
FT-RBST-BULK/FPS.RND.T110.01,BIO-HYAL-BIL,Raw Material,0.00010
FT-RBST-BULK/FPS.RND.T110.01,PARF-OSLF-SP119881-X,Raw Material,0.00004
FT-RBST-BULK/FPS.RND.T110.01,SAMP-O229PF-X,Raw Material,0.00001
SRM-RBSS-BULK/FPS.RND.T108.01,VITA-B3UPPC-X,Raw Material,0.07000
SRM-RBSS-BULK/FPS.RND.T108.01,GLYC--ECOS-K,Raw Material,0.02500
SRM-RBSS-BULK/FPS.RND.T108.01,CLAI-II-IC-K,Raw Material,0.01800
SRM-RBSS-BULK/FPS.RND.T108.01,MOIS-TR100-X,Raw Material,0.01000
SRM-RBSS-BULK/FPS.RND.T108.01,PEN-PRSVPE-X,Raw Material,0.00800
SRM-RBSS-BULK/FPS.RND.T108.01,THIC-MK25-X,Raw Material,0.00260
SRM-RBSS-BULK/FPS.RND.T108.01,ALAN--AK-K,Raw Material,0.00250
SRM-RBSS-BULK/FPS.RND.T108.01,THIC-VZNFC-X,Raw Material,0.00120
SRM-RBSS-BULK/FPS.RND.T108.01,PENG-CLRP-X,Raw Material,0.00100
SRM-RBSS-BULK/FPS.RND.T108.01,EDT-B--K,Raw Material,0.00100
SRM-RBSS-BULK/FPS.RND.T108.01,EXTR-SILVBG30-X,Raw Material,0.00100
SRM-RBSS-BULK/FPS.RND.T108.01,BIO-HYAL-BIL,Raw Material,0.00020
SRM-RBSS-BULK/FPS.RND.T108.01,SAMP-O229PF-X,Raw Material,0.00001
FW-RBS-BULK/FPS.RND.T109.01,MYRI-SOCI-X,Raw Material,0.22500
FW-RBS-BULK/FPS.RND.T109.01,GLYC--ECOS-K,Raw Material,0.22000
FW-RBS-BULK/FPS.RND.T109.01,KOH--PH-K,Raw Material,0.07629
FW-RBS-BULK/FPS.RND.T109.01,STEA-A-EST05M,Raw Material,0.07000
FW-RBS-BULK/FPS.RND.T109.01,PROP-PGESK-X,Raw Material,0.09000
FW-RBS-BULK/FPS.RND.T109.01,EMUL-PLUP-X,Raw Material,0.04000
FW-RBS-BULK/FPS.RND.T109.01,EMUL-WLALA99-X,Raw Material,0.03000
FW-RBS-BULK/FPS.RND.T109.01,EM-E3201M-X,Raw Material,0.03000
FW-RBS-BULK/FPS.RND.T109.01,EMUL-GMSNSE-X,Raw Material,0.02500
FW-RBS-BULK/FPS.RND.T109.01,OIL-OLV300-X,Raw Material,0.01200
FW-RBS-BULK/FPS.RND.T109.01,CABO-M5-X,Raw Material,0.00500
FW-RBS-BULK/FPS.RND.T109.01,MERQ-MQ550PP-X,Raw Material,0.00500
FW-RBS-BULK/FPS.RND.T109.01,PEN-PRSVPE-X,Raw Material,0.00500
FW-RBS-BULK/FPS.RND.T109.01,VITA-B3UPPC-X,Raw Material,0.00500
FW-RBS-BULK/FPS.RND.T109.01,PARF-AVHR15-X,Raw Material,0.00400
FW-RBS-BULK/FPS.RND.T109.01,ALAN--AK-K,Raw Material,0.00200
FW-RBS-BULK/FPS.RND.T109.01,PANT--DL-K,Raw Material,0.00100
FW-RBS-BULK/FPS.RND.T109.01,EDT-B--K,Raw Material,0.00100
FW-RBS-BULK/FPS.RND.T109.01,KAOL-JP100-X,Raw Material,0.00100
FW-RBS-BULK/FPS.RND.T109.01,EXTR-SILVBG30-X,Raw Material,0.00050
FW-RBS-BULK/FPS.RND.T109.01,EXTR-LCRG-X,Raw Material,0.00010
FW-RBS-BULK/FPS.RND.T109.01,SAMP-O229PF-X,Raw Material,0.00001
REM-RRBSMW-BULK/FPS.RND.T107.01,EMU-GLY767LS-X,Raw Material,0.03000
REM-RRBSMW-BULK/FPS.RND.T107.01,PR-ZPRDL-X,Raw Material,0.01500
REM-RRBSMW-BULK/FPS.RND.T107.01,MOIS-RHH15P-X,Raw Material,0.01000
REM-RRBSMW-BULK/FPS.RND.T107.01,OIL-OLV300-X,Raw Material,0.01000
REM-RRBSMW-BULK/FPS.RND.T107.01,PROP-PGESK-X,Raw Material,0.00800
REM-RRBSMW-BULK/FPS.RND.T107.01,PEN-PRSVPE-X,Raw Material,0.00300
REM-RRBSMW-BULK/FPS.RND.T107.01,PANT--DL-K,Raw Material,0.00200
REM-RRBSMW-BULK/FPS.RND.T107.01,ALAN--AK-K,Raw Material,0.00100
REM-RRBSMW-BULK/FPS.RND.T107.01,EXTR-ALVGE-X,Raw Material,0.00100
REM-RRBSMW-BULK/FPS.RND.T107.01,EXTR-CUMGLY-X,Raw Material,0.00100
REM-RRBSMW-BULK/FPS.RND.T107.01,PEN-RCCB-X,Raw Material,0.00100
REM-RRBSMW-BULK/FPS.RND.T107.01,EDT-B--K,Raw Material,0.00050
REM-RRBSMW-BULK/FPS.RND.T107.01,EXTR-SILVBG30-X,Raw Material,0.00050
REM-RRBSMW-BULK/FPS.RND.T107.01,SAMP-O229PF-X,Raw Material,0.00001
M-RBSC-BULK/FPS.RND.T111.01,STEA-P9218-X,Raw Material,0.13000
M-RBSC-BULK/FPS.RND.T111.01,SILI-345-DC-K,Raw Material,0.06000
M-RBSC-BULK/FPS.RND.T111.01,VITA-B3PC-X,Raw Material,0.05000
M-RBSC-BULK/FPS.RND.T111.01,UVIN-MC80-BASF,Raw Material,0.03500
M-RBSC-BULK/FPS.RND.T111.01,GLYC--ECOS-K,Raw Material,0.03000
M-RBSC-BULK/FPS.RND.T111.01,STEA-A-EST05M,Raw Material,0.02750
M-RBSC-BULK/FPS.RND.T111.01,PR-ZPRDL-X,Raw Material,0.02000
M-RBSC-BULK/FPS.RND.T111.01,SILI-4515-,Raw Material,0.02000
M-RBSC-BULK/FPS.RND.T111.01,CLAI-II-IC-K,Raw Material,0.02000
M-RBSC-BULK/FPS.RND.T111.01,CETY---K,Raw Material,0.01000
M-RBSC-BULK/FPS.RND.T111.01,EMUL-SPCG7-X,Raw Material,0.01000
M-RBSC-BULK/FPS.RND.T111.01,EXTR-SILVBG30-X,Raw Material,0.01000
M-RBSC-BULK/FPS.RND.T111.01,SUNS-PR340-X,Raw Material,0.00500
M-RBSC-BULK/FPS.RND.T111.01,SEPP-S400-,Raw Material,0.00500
M-RBSC-BULK/FPS.RND.T111.01,PENG-PNX-X,Raw Material,0.00500
M-RBSC-BULK/FPS.RND.T111.01,TITA-CROTS-X,Raw Material,0.00400
M-RBSC-BULK/FPS.RND.T111.01,PARS-1789-,Raw Material,0.00400
M-RBSC-BULK/FPS.RND.T111.01,PENG-CLRP-X,Raw Material,0.00300
M-RBSC-BULK/FPS.RND.T111.01,KOH--PH-K,Raw Material,0.00140
M-RBSC-BULK/FPS.RND.T111.01,VITA-DL E-MS,Raw Material,0.00100
M-RBSC-BULK/FPS.RND.T111.01,ALAN--AK-K,Raw Material,0.00100
M-RBSC-BULK/FPS.RND.T111.01,PARF-AVHR15-X,Raw Material,0.00020
M-RBSC-BULK/FPS.RND.T111.01,SAMP-O229PF-X,Raw Material,0.00001
M-RBSTUC-BULK/FPS.DND.T112.01,TITA-CROTS-X,Raw Material,0.02500
M-RBSTUC-BULK/FPS.DND.T112.01,MATS-MCM100-X,Raw Material,0.02100
M-RBSTUC-BULK/FPS.DND.T112.01,PROP-PGESK-X,Raw Material,0.02000
M-RBSTUC-BULK/FPS.DND.T112.01,UVIN-MC80-BASF,Raw Material,0.02000
M-RBSTUC-BULK/FPS.DND.T112.01,VITA-B3PC-X,Raw Material,0.02000
M-RBSTUC-BULK/FPS.DND.T112.01,SEPI-305-SF-K,Raw Material,0.01600
M-RBSTUC-BULK/FPS.DND.T112.01,ARLA-165--K,Raw Material,0.01100
M-RBSTUC-BULK/FPS.DND.T112.01,STEA-A-EST05M,Raw Material,0.01100
M-RBSTUC-BULK/FPS.DND.T112.01,SILI-2005-DC-K,Raw Material,0.01000
M-RBSTUC-BULK/FPS.DND.T112.01,PENG-PHC-X,Raw Material,0.00800
M-RBSTUC-BULK/FPS.DND.T112.01,ALAN--AK-K,Raw Material,0.00500
M-RBSTUC-BULK/FPS.DND.T112.01,CETY---K,Raw Material,0.00500
M-RBSTUC-BULK/FPS.DND.T112.01,TOSP-2000B-X,Raw Material,0.00400
M-RBSTUC-BULK/FPS.DND.T112.01,SUNS-PR340-X,Raw Material,0.00300
M-RBSTUC-BULK/FPS.DND.T112.01,PARS-1789-,Raw Material,0.00250
M-RBSTUC-BULK/FPS.DND.T112.01,SILI-SFE-GE,Raw Material,0.00200
M-RBSTUC-BULK/FPS.DND.T112.01,PANT--DL-K,Raw Material,0.00100
M-RBSTUC-BULK/FPS.DND.T112.01,EDT-B--K,Raw Material,0.00100
M-RBSTUC-BULK/FPS.DND.T112.01,VITA-DL E-MS,Raw Material,0.00100
M-RBSTUC-BULK/FPS.DND.T112.01,PARF-AVHR15-X,Raw Material,0.00025
M-RBSTUC-BULK/FPS.DND.T112.01,CLAI-II-IC-K,Raw Material,0.00010
M-RBSTUC-BULK/FPS.DND.T112.01,EXTR-SILVBG30-X,Raw Material,0.00010
M-RBSTUC-BULK/FPS.DND.T112.01,SAMP-O229PF-X,Raw Material,0.00001
M-RBSTUC-BULK/FPS.DND.T112.01,LAR-WMHTG-BULK,Intermediate,0.00050
M-RBSTUC-BULK/FPS.DND.T112.01,CLR-CWRSW-X,Raw Material,0.00005
SRM-ASB-BULK/FPS.DND.V16.03,BEN-BEN-WT,Raw Material,0.11000
SRM-ASB-BULK/FPS.DND.V16.03,GLYC--ECOS-K,Raw Material,0.08000
SRM-ASB-BULK/FPS.DND.V16.03,CLAY-KAOSRG-X,Raw Material,0.05000
SRM-ASB-BULK/FPS.DND.V16.03,PROP-PGESK-X,Raw Material,0.05000
SRM-ASB-BULK/FPS.DND.V16.03,TITA--3328EW-K,Raw Material,0.04000
SRM-ASB-BULK/FPS.DND.V16.03,PR-ZPRDL-X,Raw Material,0.03000
SRM-ASB-BULK/FPS.DND.V16.03,SODA-C-ASA,Raw Material,0.00050
