Reference,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity
SRM-ASB-BULK/FPS.DND.V16.03,ASAM-SCAD-X,Raw Material,0.02000
SRM-ASB-BULK/FPS.DND.V16.03,ACTI-MEBSA-X,Raw Material,0.01000
SRM-ASB-BULK/FPS.DND.V16.03,SAMP-BBBIONTMB-X,Raw Material,0.01000
SRM-ASB-BULK/FPS.DND.V16.03,SAMP-PANGINEX-X,Raw Material,0.01000
SRM-ASB-BULK/FPS.DND.V16.03,THIC-VZNFC-X,Raw Material,0.01000
SRM-ASB-BULK/FPS.DND.V16.03,PENG-PHC-X,Raw Material,0.00800
SRM-ASB-BULK/FPS.DND.V16.03,ARLA-165--K,Raw Material,0.00500
SRM-ASB-BULK/FPS.DND.V16.03,SALA-99--K,Raw Material,0.00300
SRM-ASB-BULK/FPS.DND.V16.03,ALAN--AK-K,Raw Material,0.00200
SRM-ASB-BULK/FPS.DND.V16.03,EDT-B--K,Raw Material,0.00100
SRM-MHA-BULK/FPS.DND.V15.01,GLYC--ECOS-K,Raw Material,0.05000
SRM-MHA-BULK/FPS.DND.V15.01,VITA-B3PC-X,Raw Material,0.04000
SRM-MHA-BULK/FPS.DND.V15.01,PR-ZPRDL-X,Raw Material,0.04000
SRM-MHA-BULK/FPS.DND.V15.01,ACTI-ALARB-X,Raw Material,0.02000
SRM-MHA-BULK/FPS.DND.V15.01,MOIS-TR100-X,Raw Material,0.02000
SRM-MHA-BULK/FPS.DND.V15.01,SAMP-PPTVBR-X,Raw Material,0.01000
SRM-MHA-BULK/FPS.DND.V15.01,DPG-LO-,Raw Material,0.01000
SRM-MHA-BULK/FPS.DND.V15.01,PENG-PHC-X,Raw Material,0.00800
SRM-MHA-BULK/FPS.DND.V15.01,THIC-VZNFC-X,Raw Material,0.00230
SRM-MHA-BULK/FPS.DND.V15.01,CELL-HHRP-X,Raw Material,0.00150
SRM-MHA-BULK/FPS.DND.V15.01,ACTI-SDMSP-X,Raw Material,0.00100
SRM-MHA-BULK/FPS.DND.V15.01,SAMP-PANGINEX-X,Raw Material,0.00100
SRM-MHA-BULK/FPS.DND.V15.01,EDT-B--K,Raw Material,0.00100
SRM-MHA-BULK/FPS.DND.V15.01,ACTI-HAOL-X,Raw Material,0.00030
SRM-MHA-BULK/FPS.DND.V15.01,AMP-95--K,Raw Material,0.00020
SS-UVSDSIF-BULK/FPS.RND.W284.02,UVIN-MC80-BASF,Raw Material,0.07000
SS-UVSDSIF-BULK/FPS.RND.W284.02,VITA-B3PC-X,Raw Material,0.02000
SS-UVSDSIF-BULK/FPS.RND.W284.02,SAMP-SUNCMTA-X,Raw Material,0.02000
SS-UVSDSIF-BULK/FPS.RND.W284.02,PARS-1789-,Raw Material,0.01000
SS-UVSDSIF-BULK/FPS.RND.W284.02,SUNS-PR340-X,Raw Material,0.01000
SS-UVSDSIF-BULK/FPS.RND.W284.02,PENG-PHC-X,Raw Material,0.00800
SS-UVSDSIF-BULK/FPS.RND.W284.02,EMU-MTV6-X,Raw Material,0.00800
SS-UVSDSIF-BULK/FPS.RND.W284.02,SILI-556-DC-K,Raw Material,0.01300
SS-UVSDSIF-BULK/FPS.RND.W284.02,CARB-UT21P-X,Raw Material,0.00350
SS-UVSDSIF-BULK/FPS.RND.W284.02,AMP-95--K,Raw Material,0.00320
SS-UVSDSIF-BULK/FPS.RND.W284.02,ALAN--AK-K,Raw Material,0.00150
SS-UVSDSIF-BULK/FPS.RND.W284.02,EDT-B--K,Raw Material,0.00100
SS-UVSDSIF-BULK/FPS.RND.W284.02,XANT---K,Raw Material,0.00100
SS-UVSDSIF-BULK/FPS.RND.W284.02,PARF-C072-GIV,Raw Material,0.00075
SS-UVSDSIF-BULK/FPS.RND.W284.02,THIC-NDXTP-X,Raw Material,0.00001
SS-UVSDSIF-BULK/FPS.RND.W284.02,CLAI-II-IC-K,Raw Material,0.00001
SS-UVSAMSF-BULK/FPS.RND.W288.02,SAMP-HBDAE-X,Raw Material,0.07000
SS-UVSAMSF-BULK/FPS.RND.W288.02,UVIN-MC80-BASF,Raw Material,0.06000
SS-UVSAMSF-BULK/FPS.RND.W288.02,SUNS-PR340-X,Raw Material,0.04000
SS-UVSAMSF-BULK/FPS.RND.W288.02,SILI-4515-,Raw Material,0.03000
SS-UVSAMSF-BULK/FPS.RND.W288.02,SAMP-SUNCMTA-X,Raw Material,0.02000
SS-UVSAMSF-BULK/FPS.RND.W288.02,PARS-1789-,Raw Material,0.01500
SS-UVSAMSF-BULK/FPS.RND.W288.02,DPG-LO-,Raw Material,0.01000
SS-UVSAMSF-BULK/FPS.RND.W288.02,EMUL-MTVT-X,Raw Material,0.00750
SS-UVSAMSF-BULK/FPS.RND.W288.02,PENG-PHC-X,Raw Material,0.00800
SS-UVSAMSF-BULK/FPS.RND.W288.02,THIC-ARAVC-,Raw Material,0.00700
SS-UVSAMSF-BULK/FPS.RND.W288.02,SAMP-CRNGW-X,Raw Material,0.00200
SS-UVSAMSF-BULK/FPS.RND.W288.02,ALAN--AK-K,Raw Material,0.00150
SS-UVSAMSF-BULK/FPS.RND.W288.02,ACTI-RYKA-X,Raw Material,0.00100
SS-UVSAMSF-BULK/FPS.RND.W288.02,SAMP-BERACLAY-X,Raw Material,0.00250
SS-UVSAMSF-BULK/FPS.RND.W288.02,EDT-B--K,Raw Material,0.00100
SS-UVSAMSF-BULK/FPS.RND.W288.02,ACTI-HXCTEC-X,Raw Material,0.00100
SS-UVSAMSF-BULK/FPS.RND.W288.02,ACTI-APLR-X,Raw Material,0.00100
SS-UVSAMSF-BULK/FPS.RND.W288.02,PARF-C072-GIV,Raw Material,0.00050
SS-UVSAMSF-BULK/FPS.RND.W288.02,XANT---K,Raw Material,0.00080
SS-UVSAMSF-BULK/FPS.RND.W288.02,LAR-BE-BULK,Intermediate,0.01200
SS-UVSAMSF-BULK/FPS.RND.W288.02,WARN-K-BULK,Intermediate,0.00050
SS-UVSAFEIF-BULK/FPS.RND.W288.01,UVIN-MC80-BASF,Raw Material,0.06000
SS-UVSAFEIF-BULK/FPS.RND.W288.01,SAMP-SUNCMTA-X,Raw Material,0.05000
SS-UVSAFEIF-BULK/FPS.RND.W288.01,SILI-556-DC-K,Raw Material,0.03000
SS-UVSAFEIF-BULK/FPS.RND.W288.01,PR-ZPRDL-X,Raw Material,0.02000
SS-UVSAFEIF-BULK/FPS.RND.W288.01,HALL-BHB-X,Raw Material,0.01500
SS-UVSAFEIF-BULK/FPS.RND.W288.01,THIC-MNTVL-X,Raw Material,0.01500
SS-UVSAFEIF-BULK/FPS.RND.W288.01,PARS-1789-,Raw Material,0.01000
SS-UVSAFEIF-BULK/FPS.RND.W288.01,SUNS-PR340-X,Raw Material,0.01000
SS-UVSAFEIF-BULK/FPS.RND.W288.01,PENG-PHC-X,Raw Material,0.00800
SS-UVSAFEIF-BULK/FPS.RND.W288.01,LAR-KOH30%-BULK,Intermediate,0.00330
SS-UVSAFEIF-BULK/FPS.RND.W288.01,ACTI-RYKA-X,Raw Material,0.00500
SS-UVSAFEIF-BULK/FPS.RND.W288.01,ORGA-EXD-ARK,Raw Material,0.00500
SS-UVSAFEIF-BULK/FPS.RND.W288.01,EMUL-PMLEZU-X,Raw Material,0.00230
SS-UVSAFEIF-BULK/FPS.RND.W288.01,ALAN--AK-K,Raw Material,0.00200
SS-UVSAFEIF-BULK/FPS.RND.W288.01,SAMP-DPGRZ-X,Raw Material,0.00200
SS-UVSAFEIF-BULK/FPS.RND.W288.01,SAMP-CRNGW-X,Raw Material,0.00200
SS-UVSAFEIF-BULK/FPS.RND.W288.01,PARF-C072-GIV,Raw Material,0.00050
SS-UVSAFEIF-BULK/FPS.RND.W288.01,ACTI-AICE06-X,Raw Material,0.00100
SS-UVSAFEIF-BULK/FPS.RND.W288.01,THIC-NDXTP-X,Raw Material,0.00010
SS-UVSAFEIF-BULK/FPS.RND.W288.01,SAMP-OXYWTRL-X,Raw Material,0.00001
HS-NSNPN-BULK/FPS.RND.W293.00,SAMP-DEASB-X,Raw Material,0.84600
HS-NSNPN-BULK/FPS.RND.W293.00,GLYC--ECOS-K,Raw Material,0.04000
HS-NSNPN-BULK/FPS.RND.W293.00,ACTI-AVG10X-X,Raw Material,0.00100
D-RRO-BULK/FPS.RND.K34.02,ALUM--ACH-K,Raw Material,0.20000
D-RRO-BULK/FPS.RND.K34.02,EMUL-SPBS2-X,Raw Material,0.03900
D-RRO-BULK/FPS.RND.K34.02,PROP-PGESK-X,Raw Material,0.03000
D-RRO-BULK/FPS.RND.K34.02,EMO-ARLPS15E-X,Raw Material,0.02500
D-RRO-BULK/FPS.RND.K34.02,EMUL-BS721-X,Raw Material,0.01100
D-RRO-BULK/FPS.RND.K34.02,SILI-2005-DC-K,Raw Material,0.00950
D-RRO-BULK/FPS.RND.K34.02,SAMP-WSST1-X,Raw Material,0.00900
D-RRO-BULK/FPS.RND.K34.02,CRO1-GTCC-,Raw Material,0.00800
D-RRO-BULK/FPS.RND.K34.02,PENG-PHC-X,Raw Material,0.00800
D-RRO-BULK/FPS.RND.K34.02,ACTI-RNCC-X,Raw Material,0.00500
D-RRO-BULK/FPS.RND.K34.02,ALAN--AK-K,Raw Material,0.00200
D-RRO-BULK/FPS.RND.K34.02,BHT-CRTL-X,Raw Material,0.00150
D-RRO-BULK/FPS.RND.K34.02,EXTR-LCRG-X,Raw Material,0.00150
D-RRO-BULK/FPS.RND.K34.02,MENT--CEPB-K,Raw Material,0.00050
D-RRO-BULK/FPS.RND.K34.02,SAMP-SPM3-X,Raw Material,0.00010
D-RRO-BULK/FPS.RND.K34.02,EXTR-PHTSGE-X,Raw Material,0.00001
D-RRO-BULK/FPS.RND.K34.02,AJID-ZN100-X,Raw Material,0.00001
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),SAMP-SUNCMTA-X,Raw Material,0.09000
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),MATS-MCM100-X,Raw Material,0.02000
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),PR-ZPRDL-X,Raw Material,0.02000
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),UVIN-MC80-BASF,Raw Material,0.01500
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),THIC-MNTVL-X,Raw Material,0.01500
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),EXTR-LCRG-X,Raw Material,0.01000
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),SAMP-SREM605-X,Raw Material,0.01000
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),PENG-PHC-X,Raw Material,0.00800
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),ORGA-EXD-ARK,Raw Material,0.00500
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),VITA-B3PC-X,Raw Material,0.00500
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),PARS-1789-,Raw Material,0.00400
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),EMUL-PMLEZU-X,Raw Material,0.00230
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),ALAN--AK-K,Raw Material,0.00200
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),SUNS-PRSHD-X,Raw Material,0.00200
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),EXTR-PCGD2SG-X,Raw Material,0.00100
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),STAY--DSMR-K,Raw Material,0.00100
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),KOH--PH-K,Raw Material,0.00099
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),VITA-DL E-MS,Raw Material,0.00050
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),PARF-PCGD2SG-X,Raw Material,0.00045
SS-UVFM-BULK/FPS.RND.G28.00 (Versi 2),PARF-AMSKLG-X,Raw Material,0.00030
D-RO01-BULK/FPS.RND.K35.00,ALUM--ACH-K,Raw Material,0.20000
D-RO01-BULK/FPS.RND.K35.00,EMUL-SPBS2-X,Raw Material,0.03350
D-RO01-BULK/FPS.RND.K35.00,PROP-PGESK-X,Raw Material,0.02750
D-RO01-BULK/FPS.RND.K35.00,EMO-ARLPS15E-X,Raw Material,0.02500
D-RO01-BULK/FPS.RND.K35.00,SILI-2005-DC-K,Raw Material,0.01700
D-RO01-BULK/FPS.RND.K35.00,EMUL-BS721-X,Raw Material,0.01650
D-RO01-BULK/FPS.RND.K35.00,PENG-PHC-X,Raw Material,0.00800
D-RO01-BULK/FPS.RND.K35.00,SAMP-CPST1-X,Raw Material,0.00800
D-RO01-BULK/FPS.RND.K35.00,OIL-OLV300-X,Raw Material,0.00750
D-RO01-BULK/FPS.RND.K35.00,ACTI-RNCC-X,Raw Material,0.00500
D-RO01-BULK/FPS.RND.K35.00,ALAN--AK-K,Raw Material,0.00200
D-RO01-BULK/FPS.RND.K35.00,MENT--CEPB-K,Raw Material,0.00180
D-RO01-BULK/FPS.RND.K35.00,BHT-CRTL-X,Raw Material,0.00150
D-RO01-BULK/FPS.RND.K35.00,EXTR-LCRG-X,Raw Material,0.00150
D-RO01-BULK/FPS.RND.K35.00,AJID-ZN100-X,Raw Material,0.00001
D-RO01-BULK/FPS.RND.K35.00,EXTR-CMRCCMT-X,Raw Material,0.00001
EB-RDMCL-BULK/FPS.RND.M106.00,SILI-BDP-X,Raw Material,0.25050
EB-RDMCL-BULK/FPS.RND.M106.00,BENT-BGVS5PC-X,Raw Material,0.23500
EB-RDMCL-BULK/FPS.RND.M106.00,EMO-TSPLT-X,Raw Material,0.06000
EB-RDMCL-BULK/FPS.RND.M106.00,MWAX-SP19-X,Raw Material,0.06000
EB-RDMCL-BULK/FPS.RND.M106.00,FLMR-AV2F-X,Raw Material,0.05000
EB-RDMCL-BULK/FPS.RND.M106.00,SILI-DCMQ1600-X,Raw Material,0.05000
EB-RDMCL-BULK/FPS.RND.M106.00,WAX-SBWX--X,Raw Material,0.03000
EB-RDMCL-BULK/FPS.RND.M106.00,WAX-CW--K,Raw Material,0.03000
EB-RDMCL-BULK/FPS.RND.M106.00,FIBR-NFCB-X,Raw Material,0.02500
EB-RDMCL-BULK/FPS.RND.M106.00,MC3-30-SF,Raw Material,0.02000
EB-RDMCL-BULK/FPS.RND.M106.00,COSM-43V--K,Raw Material,0.01500
EB-RDMCL-BULK/FPS.RND.M106.00,HAIM-DIS-X,Raw Material,0.01500
EB-RDMCL-BULK/FPS.RND.M106.00,SILI-KP56P-X,Raw Material,0.01000
EB-RDMCL-BULK/FPS.RND.M106.00,SAMP-BRB423-X,Raw Material,0.01000
EB-RDMCL-BULK/FPS.RND.M106.00,SILC-AERSLR-X,Raw Material,0.01000
EB-RDMCL-BULK/FPS.RND.M106.00,POWD-H53-X,Raw Material,0.01000
EB-RDMCL-BULK/FPS.RND.M106.00,COVB-LH8-,Raw Material,0.01000
EB-RDMCL-BULK/FPS.RND.M106.00,PEN-PRSVPE-X,Raw Material,0.00800
EB-RDMCL-BULK/FPS.RND.M106.00,EMO-SLCHS-X,Raw Material,0.00500
EB-RDMCL-BULK/FPS.RND.M106.00,PEN-SENSC50-X,Raw Material,0.00400
EB-RDMCL-BULK/FPS.RND.M106.00,ACTI-TINTT-X,Raw Material,0.00100
EB-RDMCL-BULK/FPS.RND.M106.00,ACTI-WDLS-X,Raw Material,0.00100
EB-RDMCL-BULK/FPS.RND.M106.00,VIT-ATCAT-X,Raw Material,0.00050
EB-RDMCL-BULK/FPS.RND.M106.00,WARN-ABIO-X,Raw Material,0.04900
EB-RDMCL-BULK/FPS.RND.M106.00,TITA-OTS2CR50-,Raw Material,0.01500
EB-RDMCL-BULK/FPS.RND.M106.00,WARN-C338--K,Raw Material,0.00800
EB-RDMCL-BULK/FPS.RND.M106.00,WARN-C335138--K,Raw Material,0.00800
M-CSGN-BULK/FPS.RND.QB10.00,VITA-B3PC-X,Raw Material,0.05000
M-CSGN-BULK/FPS.RND.QB10.00,MATR-3000-X,Raw Material,0.03000
M-CSGN-BULK/FPS.RND.QB10.00,ACTI-IVLNC-X,Raw Material,0.02000
M-CSGN-BULK/FPS.RND.QB10.00,SILI-2005-DC-K,Raw Material,0.02000
M-CSGN-BULK/FPS.RND.QB10.00,SAMP-SYNCLF-X,Raw Material,0.02000
M-CSGN-BULK/FPS.RND.QB10.00,PENG-STPHL-X,Raw Material,0.01800
M-CSGN-BULK/FPS.RND.QB10.00,DPG-LO-,Raw Material,0.01500
M-CSGN-BULK/FPS.RND.QB10.00,SQUA-AMYR-X,Raw Material,0.01500
M-CSGN-BULK/FPS.RND.QB10.00,EMU-MTV6-X,Raw Material,0.01000
M-CSGN-BULK/FPS.RND.QB10.00,MOIS-TR100-X,Raw Material,0.01000
M-CSGN-BULK/FPS.RND.QB10.00,SNSP-SIH51-X,Raw Material,0.01000
M-CSGN-BULK/FPS.RND.QB10.00,SILI-DC9045-X,Raw Material,0.01000
M-CSGN-BULK/FPS.RND.QB10.00,EMUL-LCG-X,Raw Material,0.00700
M-CSGN-BULK/FPS.RND.QB10.00,ARMO-HD--K,Raw Material,0.00500
M-CSGN-BULK/FPS.RND.QB10.00,FUCO-15PSLB-X,Raw Material,0.00500
M-CSGN-BULK/FPS.RND.QB10.00,ALAN--AK-K,Raw Material,0.00300
M-CSGN-BULK/FPS.RND.QB10.00,IPM-CRDSG-X,Raw Material,0.00300
M-CSGN-BULK/FPS.RND.QB10.00,ACTI-RBN-X,Raw Material,0.00200
M-CSGN-BULK/FPS.RND.QB10.00,EDT-DSLV-X,Raw Material,0.00200
M-CSGN-BULK/FPS.RND.QB10.00,LAR-KOH30%-BULK,Intermediate,0.00120
M-CSGN-BULK/FPS.RND.QB10.00,PENG-CLRP-X,Raw Material,0.00100
M-CSGN-BULK/FPS.RND.QB10.00,RHM-DREIA-X,Raw Material,0.00100
M-CSGN-BULK/FPS.RND.QB10.00,PARF-WT155-,Raw Material,0.00080
M-CSGN-BULK/FPS.RND.QB10.00,BIO-HYAL-BIL,Raw Material,0.00010
SS-SBAS-BULK/FPS.RND.T115.00,SAMP-SUNCMTA-X,Raw Material,0.10000
SS-SBAS-BULK/FPS.RND.T115.00,VITA-B3PC-X,Raw Material,0.04000
SS-SBAS-BULK/FPS.RND.T115.00,ACTI-MEBSA-X,Raw Material,0.01000
SS-SBAS-BULK/FPS.RND.T115.00,PENG-PHC-X,Raw Material,0.01000
SS-SBAS-BULK/FPS.RND.T115.00,GLYC--ECOS-K,Raw Material,0.00750
SS-SBAS-BULK/FPS.RND.T115.00,AGF-9051-X,Raw Material,0.00750
SS-SBAS-BULK/FPS.RND.T115.00,CARB-UT21P-X,Raw Material,0.00370
SS-SBAS-BULK/FPS.RND.T115.00,SOLP-100LQ-X,Raw Material,0.00300
SS-SBAS-BULK/FPS.RND.T115.00,AMP-95--K,Raw Material,0.00280
SS-SBAS-BULK/FPS.RND.T115.00,ASAM-SCAD-X,Raw Material,0.00100
SS-SBAS-BULK/FPS.RND.T115.00,ALAN--AK-K,Raw Material,0.00100
SS-SBAS-BULK/FPS.RND.T115.00,EDT-DSLV-X,Raw Material,0.00050
D-RO02-BULK/FPS.RND.K33.03,ALUM--ACH-K,Raw Material,0.20000
D-RO02-BULK/FPS.RND.K33.03,EMUL-SPBS2-X,Raw Material,0.03900
D-RO02-BULK/FPS.RND.K33.03,PROP-PGESK-X,Raw Material,0.03000
D-RO02-BULK/FPS.RND.K33.03,EMO-ARLPS15E-X,Raw Material,0.02500
D-RO02-BULK/FPS.RND.K33.03,EMUL-BS721-X,Raw Material,0.01100
D-RO02-BULK/FPS.RND.K33.03,SILI-2005-DC-K,Raw Material,0.00950
D-RO02-BULK/FPS.RND.K33.03,SAMP-EHFMOD2-X,Raw Material,0.00900
D-RO02-BULK/FPS.RND.K33.03,CRO1-GTCC-,Raw Material,0.00800
D-RO02-BULK/FPS.RND.K33.03,PENG-PHC-X,Raw Material,0.00800
D-RO02-BULK/FPS.RND.K33.03,ACTI-RNCC-X,Raw Material,0.00500
D-RO02-BULK/FPS.RND.K33.03,ALAN--AK-K,Raw Material,0.00200
D-RO02-BULK/FPS.RND.K33.03,BHT-CRTL-X,Raw Material,0.00150
D-RO02-BULK/FPS.RND.K33.03,EXTR-LCRG-X,Raw Material,0.00150
D-RO02-BULK/FPS.RND.K33.03,MENT--CEPB-K,Raw Material,0.00050
D-RO02-BULK/FPS.RND.K33.03,AHA-MFE-X,Raw Material,0.00001
D-RO02-BULK/FPS.RND.K33.03,AJID-ZN100-X,Raw Material,0.00001
D-RO02-BULK/FPS.RND.K33.03,CHA-CRPD-X,Raw Material,0.00000
T-CSHT-BULK/FPS.RND.QB11.00,EXTR-RW-R-X,Raw Material,0.15000
T-CSHT-BULK/FPS.RND.QB11.00,GLYC--ECOS-K,Raw Material,0.03000
T-CSHT-BULK/FPS.RND.QB11.00,FUCO-15PSLB-X,Raw Material,0.03000
T-CSHT-BULK/FPS.RND.QB11.00,PR-ZPRDL-X,Raw Material,0.02500
T-CSHT-BULK/FPS.RND.QB11.00,ACTI-HXCTEC-X,Raw Material,0.02000
T-CSHT-BULK/FPS.RND.QB11.00,BAH-LUVIK30P-X,Raw Material,0.01000
T-CSHT-BULK/FPS.RND.QB11.00,PENG-PHC-X,Raw Material,0.00800
T-CSHT-BULK/FPS.RND.QB11.00,ACTI-IVLNC-X,Raw Material,0.00500
T-CSHT-BULK/FPS.RND.QB11.00,SAMP-DPGRZ-X,Raw Material,0.00200
T-CSHT-BULK/FPS.RND.QB11.00,ALAN--AK-K,Raw Material,0.00100
T-CSHT-BULK/FPS.RND.QB11.00,EDT-B--K,Raw Material,0.00100
T-CSHT-BULK/FPS.RND.QB11.00,EMUL-DERMSOLP-,Raw Material,0.00050
T-CSHT-BULK/FPS.RND.QB11.00,PARF-WGTIMP-X,Raw Material,0.00005
SRM-OI-BULK/FPS.RND.GR013.02,VITA-B3PC-X,Raw Material,0.05000
SRM-OI-BULK/FPS.RND.GR013.02,PR-ZPRDL-X,Raw Material,0.03000
SRM-OI-BULK/FPS.RND.GR013.02,MOIS-TR100-X,Raw Material,0.02000
SRM-OI-BULK/FPS.RND.GR013.02,EXTR-SILVBG30-X,Raw Material,0.01000
SRM-OI-BULK/FPS.RND.GR013.02,GLYC--ECOS-K,Raw Material,0.01000
SRM-OI-BULK/FPS.RND.GR013.02,SAMP-SPM3-X,Raw Material,0.01000
SRM-OI-BULK/FPS.RND.GR013.02,SAMP-DAWNPSC-X,Raw Material,0.01000
SRM-OI-BULK/FPS.RND.GR013.02,SAMP-OXYWTRL-X,Raw Material,0.01000
SRM-OI-BULK/FPS.RND.GR013.02,PEN-PRSVPE-X,Raw Material,0.00800
SRM-OI-BULK/FPS.RND.GR013.02,LAR-KOH30%-BULK,Intermediate,0.00486
SRM-OI-BULK/FPS.RND.GR013.02,CARB-UT20-X,Raw Material,0.00300
SRM-OI-BULK/FPS.RND.GR013.02,THIC-ARAVC-,Raw Material,0.00200
SRM-OI-BULK/FPS.RND.GR013.02,ALAN--AK-K,Raw Material,0.00100
SRM-OI-BULK/FPS.RND.GR013.02,EDT-B--K,Raw Material,0.00100
SRM-OI-BULK/FPS.RND.GR013.02,EMUL-DERMSOLP-,Raw Material,0.00100
SRM-OI-BULK/FPS.RND.GR013.02,PENG-CLRP-X,Raw Material,0.00100
SRM-OI-BULK/FPS.RND.GR013.02,BIO-HYAL-BIL,Raw Material,0.00025
SRM-OI-BULK/FPS.RND.GR013.02,MENT-FRGHS-X,Raw Material,0.00020
SRM-OI-BULK/FPS.RND.GR013.02,PARF-GRVYGA-X,Raw Material,0.00015
SRM-OI-BULK/FPS.RND.GR013.02,ACTI-GRPLMD-X,Raw Material,0.00001
SRM-MP-BULK/FPS.RND.GR014.00,GLYA-THA99-X,Raw Material,0.10000
SRM-MP-BULK/FPS.RND.GR014.00,PANT--DL-K,Raw Material,0.05000
SRM-MP-BULK/FPS.RND.GR014.00,HUM-GLU20-X,Raw Material,0.05000
SRM-MP-BULK/FPS.RND.GR014.00,GLYC--ECOS-K,Raw Material,0.05000
SRM-MP-BULK/FPS.RND.GR014.00,KOH--PH-K,Raw Material,0.05000
SRM-MP-BULK/FPS.RND.GR014.00,FUCO-15PSLB-X,Raw Material,0.03000
SRM-MP-BULK/FPS.RND.GR014.00,PR-ZPRDL-X,Raw Material,0.03000
SRM-MP-BULK/FPS.RND.GR014.00,SAMP-SPPPN20-X,Raw Material,0.02000
SRM-MP-BULK/FPS.RND.GR014.00,SEPI-SPMXZ-X,Raw Material,0.01500
SRM-MP-BULK/FPS.RND.GR014.00,SAMP-BEETEXT1-X,Raw Material,0.01500
SRM-MP-BULK/FPS.RND.GR014.00,SAMP-DPGRZ-X,Raw Material,0.00500
SRM-MP-BULK/FPS.RND.GR014.00,PENG-CLRP-X,Raw Material,0.00300
SRM-MP-BULK/FPS.RND.GR014.00,ALAN--AK-K,Raw Material,0.00100
SRM-MP-BULK/FPS.RND.GR014.00,EMUL-DERMSOLP-,Raw Material,0.00100
SRM-MP-BULK/FPS.RND.GR014.00,THIC-VZNFC-X,Raw Material,0.00100
SRM-MP-BULK/FPS.RND.GR014.00,PARF-SPFXTV-X,Raw Material,0.00008
SRM-MP-BULK/FPS.RND.GR014.00,PARF-GLMSTA-X,Raw Material,0.00008
SRM-MP-BULK/FPS.RND.GR014.00,ACTI-GRPLMD-X,Raw Material,0.00001
REM-R2PBTUMW-BULK/FPS.RND.W294.00,HUM-HXLGLC-X,Raw Material,0.03500
REM-R2PBTUMW-BULK/FPS.RND.W294.00,SAMP-CETIHE-X,Raw Material,0.03000
REM-R2PBTUMW-BULK/FPS.RND.W294.00,VITA-B3UPPC-X,Raw Material,0.01500
REM-R2PBTUMW-BULK/FPS.RND.W294.00,EMUL-PLUP-X,Raw Material,0.01000
REM-R2PBTUMW-BULK/FPS.RND.W294.00,MOIS-RHH15P-X,Raw Material,0.01000
REM-R2PBTUMW-BULK/FPS.RND.W294.00,PR-ZPRDL-X,Raw Material,0.00500
REM-R2PBTUMW-BULK/FPS.RND.W294.00,MOIS-RQPO260-X,Raw Material,0.00400
REM-R2PBTUMW-BULK/FPS.RND.W294.00,PEN-PRSVPE-X,Raw Material,0.00300
REM-R2PBTUMW-BULK/FPS.RND.W294.00,PANT--DL-K,Raw Material,0.00200
REM-R2PBTUMW-BULK/FPS.RND.W294.00,GLYC--ECOS-K,Raw Material,0.00200
REM-R2PBTUMW-BULK/FPS.RND.W294.00,MOIS-XYL-X,Raw Material,0.00200
REM-R2PBTUMW-BULK/FPS.RND.W294.00,ALAN--AK-K,Raw Material,0.00100
REM-R2PBTUMW-BULK/FPS.RND.W294.00,EXTR-CRNEGN-X,Raw Material,0.00100
REM-R2PBTUMW-BULK/FPS.RND.W294.00,PEN-RCCB-X,Raw Material,0.00100
REM-R2PBTUMW-BULK/FPS.RND.W294.00,EKS-FLAC-X,Raw Material,0.00100
REM-R2PBTUMW-BULK/FPS.RND.W294.00,EXTR-JPBBR-X,Raw Material,0.00010
REM-R2PBTUMW-BULK/FPS.RND.W294.00,EDT-DSLV-X,Raw Material,0.00005
REM-R2PBTUMW-BULK/FPS.RND.W294.00,ASAM-A-CAAH-K,Raw Material,0.00003
REM-R2PBTUMW-BULK/FPS.RND.W294.00,PARF-PCNDLF-X,Raw Material,0.00001
REM-R2PBTUMW-BULK/FPS.RND.W294.00,EXTR-PCTGJ-X,Raw Material,0.00001
REM-R2PBTUMW-BULK/FPS.RND.W294.00,STAY--DSMR-K,Raw Material,0.00000
REM-R2PBTUMW-BULK/FPS.RND.W294.00,VITA-DL E-MS,Raw Material,0.00000
