"Korporat Code","Component FG/Korporat Code","Component REFILL/Korporat Code"
"MY-BOB-W4G","BO-W1B-W4GR",""
"MY-RBOC-W","BO-W1C-W4GR",""
"","BO-W1C1&2RNFS4G-W",""
"MY-BOC-W4G","BO-W1C-W4GR",""
"MY-RBOD-W","BO-W0D-W4GR",""
"","BO-W0D1&2RNFS4G-W",""
"MY-BOD-W4G","BO-W0D-W4GR",""
"MY-PNFSBCSDCFW-W","P-BCSDCFW-W",""
"MY-PRPB01-W","",""
"MY-PRPB03-W","",""
"MY-PRPB04-W","",""
"MY-FWCD-W100ML","FW-CD-W100ML",""
"","FW-CD-BULK",""
"MY-FWCDEWN2-W","FW-CDEWN2-W",""
"","FW-CDEWN-BULK",""
"MY-FWRCDN2-W","FW-RCDN2-W",""
"","FW-RCD-BULK",""
"MY-MCDMM-W","M-CDMM-W",""
"","M-CDMM-BULK",""
"MY-SRMCDSI-W","SRM-CDSI-BULK",""
"MY-FMCDS-W","FM-CDS-W",""
"","FM-CDS-BULK",""
"MY-FMPBTUWC-W","FM-PBTUWC-W",""
"","FM-PBTUWC-BULK",""
"MY-FWRCDEWN2-W","FW-RCDEWN2-W",""
"","FW-RCDEW-BULK",""
"MY-RDDCCDL-W","DDC-CDL-W20ML",""
"","DDC-CDL-BULK",""
"MY-RDDCCDN-W","DDC-CDN-W20ML",""
"","DDC-CDN-BULK",""
"MY-DDCCDL-W20ML","DDC-CDL-W20ML",""
"","DDC-CDL-BULK",""
"MY-DDCCDN-W20ML","DDC-CDN-W20ML",""
"","DDC-CDN-BULK",""
"MY-RFWCD-W","FW-CD-W100ML",""
"","FW-CD-BULK",""
"MY-RFMICD-W","FMI-CDFM-W55ML",""
"","FMI-CDFM-BULK",""
"MY-FMICD-W55ML","FMI-CDFM-W55ML",""
"","FMI-CDFM-BULK",""
"MY-RSRMCD-W","SRM-CD-W17ML",""
"","SRM-CD-BULK",""
"MY-SRMCD-W17ML","SRM-CD-W17ML",""
"","SRM-CD-BULK",""
"MY-MAMSCD-W","MA-MSCD-W",""
"","MA-MSCD-BULK",""
"MY-ESCLPNB-W","ES-CLPNB-W",""
"","ES-CLPNB-01-RP-W1,8GR",""
"","ES-CLPNB-02-RP-W1,8GR",""
"","ES-CLPNB-03-RP-W1,8GR",""
"","ES-CLPNB-04-RP-W1,8GR",""
"MY-ESCLPPB-W","ES-CLPPB-W",""
"","ES-CLPPB-01-RP-W1,8GR",""
"","ES-CLPPB-02-RP-W1,8GR",""
"","ES-CLPPB-03-RP-W1,8GR",""
"","ES-CLPPB-04-RP-W1,8GR",""
"MY-ESCLPWP-W","ES-CLPWP-W",""
"","ES-CLPWP-01-RP-W1,8GR",""
"","ES-CLPWP-02-RP-W1,8GR",""
"","ES-CLPWP-03-RP-W1,8GR",""
"","ES-CLPWP-04-RP-W1,8GR",""
"MY-RLPC-W","L-W0PC-W10G",""
"","L-E37-BULK",""
"","L-EM91C26-BULK",""
"","L-EW0C41-BULK",""
"","L-EW0C44-BULK",""
"","L-EW0C48-BULK",""
"","L-EW0C49-BULK",""
"","L-W1CMNPC20-BULK",""
"","L-W1CMTRC9-BULK",""
"MY-LPC-W10G","L-W0PC-W10G",""
"MY-BOCOCBSC-W","BO-COCBSC-W",""
"","BO-COCBSC-BULK",""
"MY-BOCOCBMM-W","BO-COCBMM-W",""
"","BO-COCBMM-BULK",""
"MY-BOCOCBSP-W","BO-COCBSP-W",""
"","BO-COCBSP-BULK",""
"MY-LR2CLCLS1-W","L-R2CLCLS1-W",""
"","L-R2CLCLS1-BULK",""
"MY-LR2CLCLS2-W","L-R2CLCLS2-W",""
"","L-R2CLCLS2-BULK",""
"MY-LR2CLCLS3-W","L-R2CLCLS3-W",""
"","L-R2CLCLS3-BULK",""
"MY-LR2CLCLS4-W","L-R2CLCLS4-W",""
"","L-R2CLCLS4-BULK",""
"MY-LR2CLCLS5-W","L-R2CLCLS5-W",""
"","L-R2CLCLS5-BULK",""
"MY-LR2CLCLS6-W","L-R2CLCLS6-W",""
"","L-R2CLCLS6-BULK",""
"MY-LR2CLCLS7-W","L-R2CLCLS7-W",""
"","L-R2CLCLS7-BULK",""
"MY-LR2CLCLS8-W","L-R2CLCLS8-W",""
"","L-R2CLCLS8-BULK",""
"MY-LCLCLS1-W","L-CLCLS1-W",""
"","L-CLCLS1-BULK",""
"MY-LCLCLS2-W","L-CLCLS2-W",""
"","L-CLCLS2-BULK",""
"MY-LCLCLS3-W","L-CLCLS3-W",""
"","L-CLCLS3-BULK",""
"MY-LCLCLS4-W","L-CLCLS4-W",""
"","L-CLCLS4-BULK",""
"MY-LCLCLS5-W","L-CLCLS5-W",""
"","L-CLCLS5-BULK",""
"MY-LCLCLS6-W","L-CLCLS6-W",""
"","L-CLCLS6-BULK",""
"MY-LCLCLS7-W","L-CLCLS7-W",""
"","L-CLCLS7-BULK",""
"MY-LCLCLS8-W","L-CLCLS8-W",""
"","L-CLCLS7-BULK",""
"MY-FACLFLMHCP-W","FA-CLFLMHCP-W",""
"","FA-CLFLMHCP-RP-W4GR",""
"","FA-CLFLMHCPC-BULK",""
"","FA-CLFLMHCPCO-BULK",""
"MY-FACLFMDHCP-W","FA-CLFMDHCP-W",""
"","FA-CLFMDHCP-RP-W4GR",""
"","FA-CLFMDHCPC-BULK",""
"","FA-CLFMDHCPCO-BULK",""
"MY-LCLADC01-W","L-CLADC01-W",""
"","L-CLADC01-BULK",""
"MY-LSLWCG-W","L-SLWCG-W",""
"","L-SLWCG-BULK",""
"MY-LSLWCK-W","L-SLWCK-W",""
"","L-SLWCK-BULK",""
"MY-LSLWCD-W","L-SLWCD-W",""
"","L-SLWCD-BULK",""
"MY-LSLWCH-W","L-SLWCH-W",""
"","L-SLWCH-BULK",""
"MY-LSLWCL-W","L-SLWCL-W",""
"","L-SLWCL-BULK",""
"MY-LSLWCJ-W","L-SLWCJ-W",""
"","L-SLWCJ-BULK",""
"MY-LSLWCF-W","L-SLWCF-W",""
"","L-SLWCF-BULK",""
"MY-LSLWCE-W","L-SLWCE-W",""
"","L-SLWCE-BULK",""
"MY-LSLWCI-W","L-SLWCI-W",""
"","L-SLWCI-BULK",""
"MY-LSLWCC-W","L-SLWCC-W",""
"","L-SLWCC-BULK",""
"MY-LSLWCB-W","L-SLWCB-W",""
"","L-SLWCB-BULK",""
"MY-LSLWCA-W","L-SLWCA-W",""
"","L-SLWCA-BULK",""
"MY-LCLADC02-W","L-CLADC02-W",""
"","L-CLADC01-BULK",""
"MY-LCLADC03-W","L-CLADC03-W",""
"","L-CLADC03-BULK",""
"MY-LCLADC04-W","L-CLADC04-W",""
"","L-CLADC04-BULK",""
"MY-LCLADC05-W","L-CLADC05-W",""
"","L-CLADC05-BULK",""
"MY-LCLADC06-W","L-CLADC06-W",""
"","L-CLADC06-BULK",""
"MY-FCLCMA-W","F-CLCMA-W",""
"","F-CLCMA-BULK",""
"MY-FCLCMB-W","F-CLCMB-W",""
"","F-CLCMB-BULK",""
"MY-FCLCMC-W","F-CLCMC-W",""
"","F-CLCMC-BULK",""
"MY-FCLCMD-W","F-CLCMD-W",""
"","F-CLCMD-BULK",""
"MY-FCLCME-W","F-CLCME-W",""
"","F-CLCME-BULK",""
"MY-FCLCMG-W","F-CLCMG-W",""
"","F-CLCMG-BULK",""
"MY-FCLCMF-W","F-CLCMF-W",""
"","F-CLCMF-BULK",""
"MY-FCLCMH-W","F-CLCMH-W",""
"","F-CLCMH-BULK",""
"MY-LREMC01-W","",""
"MY-LREMC02-W","",""
"MY-LREMC03-W","",""
"MY-LREMC04-W","",""
"MY-LREMC05-W","",""
"MY-LREMC06-W","",""
"MY-LREMC07-W","",""
"MY-LREMC08-W","",""
"MY-LREMC09-W","",""
"MY-LREMC10-W","",""
"MY-LREMC11-W","",""
"MY-LREMC12-W","",""
"MY-LREMC13-W","",""
"MY-LREMC14-W","",""
"MY-LREMC15-W","",""
"MY-LREMC16-W","",""
"MY-LREMC17-W","",""
"MY-LREMC18-W","",""
"MY-BCLCLPA-W","B-CLCLPA-BULK",""
"MY-BCLCLPB-W","B-CLCLPB-BULK",""
"MY-BCLCLPC-W","B-CLCLPC-BULK",""
"MY-BCLCLPD-W","B-CLCLPD-W",""
"","B-CLCLPD-BULK",""
"MY-CUSCLCA-W","CUS-CLPGCA-W",""
"","CUS-CLPGCA-BULK",""
"MY-CUSCLCB-W","CUS-CLPGCB-W",""
"","CUS-CLPGCB-BULK",""
"MY-CUSCLCC-W","CUS-CLPGCC-W",""
"","CUS-CLPGCC-BULK",""
"MY-CUSCLCD-W","CUS-CLPGCD-W",""
"","CUS-CLPGCD-BULK",""
"MY-CUSCLCE-W","CUS-CLPGCE-W",""
"","CUS-CLPGCE-BULK",""
"MY-CUSCLCG-W","CUS-CLPGCG-W",""
"","CUS-CLPGCG-BULK",""
"MY-CUSCLCF-W","CUS-CLPGCF-W",""
"","CUS-CLPGCF-BULK",""
"MY-CUSCLCH-W","CUS-CLPGCH-W",""
"","CUS-CLPGCH-BULK",""
"MY-PCLR-W","MY-TWCCLFTD-W",""
"","MY-LSLWCH-W",""
"","MY-EBEXPMBD01-W",""
"MY-LCUM01-W","L-CUM01-BULK",""
"MY-LCUM02-W","L-CUM02-BULK",""
"MY-LCUM03-W","L-CUM03-W",""
"","L-CUM03-BULK",""
"MY-LCUM04-W","L-CUM04-W",""
"","L-CUM04-BULK",""
"MY-LCUM05-W","L-CUM05-BULK",""
"MY-LCUM06-W","L-CUM06-W",""
"","L-CUM06-BULK",""
"MY-LCUM07-W","L-CUM07-BULK",""
"MY-LCUM08-W","L-CUM08-BULK",""
"MY-LCUMKORA-W","L-CUMKORA-W",""
"","L-CUMKORA-BULK",""
"MY-LCUMKORB-W","L-CUMKORB-W",""
"","L-CUMKORB-BULK",""
"MY-LCUMKORC-W","L-CUMKORC-W",""
"","L-CUMKORC-BULK",""
"MY-LCUMKORD-W","L-CUMKORD-W",""
"","L-CUMKORD-BULK",""
"MY-LCUMKORE-W","L-CUMKORE-W",""
"","L-CUMKORE-BULK",""
"MY-RLCVM01-W","L-CVM01-W",""
"","L-CVM01-BULK",""
"MY-LCVM01-W","L-CVM01-W",""
"","L-CVM01-BULK",""
"MY-RLCVM02-W","L-CVM02-W",""
"","L-CVM02-BULK",""
"MY-LCVM02-W","L-CVM02-W",""
"","L-CVM02-BULK",""
"MY-LCVM03-W","L-CVM03-W",""
"","L-CVM03-BULK",""
"MY-RLCVM03-W","L-CVM03-W",""
"","L-CVM03-BULK",""
"MY-LCVM04-W","L-CVM04-W",""
"","L-CVM04-BULK",""
"MY-RLCVM04-W","L-CVM04-W",""
"","L-CVM04-BULK",""
"MY-LCVM05-W","L-CVM05-W",""
"","L-CVM05-BULK",""
"MY-RLCVM05-W","L-CVM05-W",""
"","L-CVM05-BULK",""
"MY-LCVM06-W","L-CVM06-W",""
"","L-CVM06-BULK",""
"MY-RLCVM06-W","L-CVM06-W",""
"","L-CVM06-BULK",""
"MY-RLCVM07-W","L-CVM07-W",""
"","L-CVM07-BULK",""
"MY-LCVM07-W","L-CVM07-W",""
"","L-CVM07-BULK",""
"MY-RLCVM08-W","L-CVM08-W",""
"","L-CVM08-BULK",""
"MY-LCVM08-W","L-CVM08-W",""
"","L-CVM08-BULK",""
"MY-LCVM09-W","L-CVM09-W",""
"","L-CVM09-BULK",""
"MY-LCVM10-W","L-CVM010-W",""
"","L-CVM010-BULK",""
"MY-LCVM11-W","L-CVM011-W",""
"","L-CVM011-BULK",""
"MY-LCVM12-W","L-CVM012-W",""
"","L-CVM012-BULK",""
"MY-LCVM13-W","L-CVM013-W",""
"","L-CVM013-BULK",""
"MY-LCVM14-W","L-CVM014-W",""
"","L-CVM014-BULK",""
"MY-LCVM01CLB-W","L-CVM01CLB-W",""
"","L-CVM01CLB-BULK",""
"MY-LCVM02CLB-W","L-CVM02CLB-W",""
"","L-CVM02CLB-BULK",""
"MY-LCVM03CLB-W","L-CVM03CLB-W",""
"","L-CVM03CLB-BULK",""
"MY-LCVM04CLB-W","L-CVM04CLB-W",""
"","L-CVM04CLB-BULK",""
"MY-LCVM05CLB-W","L-CVM05CLB-W",""
"","L-CVM05CLB-BULK",""
"MY-LCVM06CLB-W","L-CVM06CLB-W",""
"","L-CVM06CLB-BULK",""
"MY-LCVM07CLB-W","L-CVM07CLB-W",""
"","L-CVM07CLB-BULK",""
"MY-LCVM08CLB-W","L-CVM08CLB-W",""
"","L-CVM08CLB-BULK",""
"MY-TWCCLFTA-W","TWC-CLFTA-W",""
"","TWC-CLFTA-BULK",""
"MY-TWCCLFTB-W","TWC-CLFTB-W",""
"","TWC-CLFTB-BULK",""
"MY-TWCCLFTC-W","TWC-CLFTC-W",""
"","TWC-CLFTC-BULK",""
"MY-TWCCLFTD-W","TWC-CLFTD-W",""
"","TWC-CLFTD-BULK",""
"MY-TWCCLFTE-W","TWC-CLFTE-W",""
"","TWC-CLFTE-BULK",""
"MY-TWCCLFTG-W","TWC-CLFTG-W",""
"","TWC-CLFTG-BULK",""
"MY-TWCCLFTF-W","TWC-CLFTF-W",""
"","TWC-CLFTF-BULK",""
"MY-TWCCLFTH-W","TWC-CLFTH-W",""
"","TWC-CLFTH-BULK",""
"MY-MRWSNCN2-W","M-RWSNCN2-W",""
"","M-RWSNC-BULK",""
"MY-MRWSDCN2-W","M-RWSDCN2-W",""
"","M-RWSDC-BULK",""
"MY-SRMRWSIBS-W","SRM-RWSIBS-W",""
"","SRM-RWSIBS-BULK",""
"MY-FTRWSABHA-W","FT-RWSABHA-W",""
"","FT-RWSABHA-BULK",""
"MY-ECRWSB-W","EC-RWSB-W",""
"","EC-RWSB-BULK",""
"MY-FWRWSABHA-W","FW-RWSABHA-W",""
"","FW-RWSABHA-BULK",""
"MY-SRMRWSPTEN2-W","SRM-RWSPTEN2-W",""
"","SRM-RWSPTE-BULK",""
"MY-SRMRWSPTEN4-W","SRM-RWSPTEN4-W",""
"","SRM-RWSPTE-BULK",""
"MY-MAMTRWS-W","MA-MTRWS-W",""
"","MA-MTRWS-BULK",""
"MY-PCSTK-W","FW-RWSABHANP-W",""
"","SRM-RWSIBSNP-W",""
"","M-RWSDCNP-W",""
"MY-FDF-W4.5G","F-WODF-W4,5GR",""
"MY-RFDF-W","F-WODF-W4,5GR",""
"MY-MASKEXPMM-W","MASK-EXPMM-W",""
"","MASK-EXPMM-BULK",""
"MY-ELEXPELB-W","",""
"MY-FWE-W60ML","FW-SB-W60ML",""
"MY-RBBCEL-W","BBC-EL-W30ML",""
"","BBC-EL-BULK",""
"MY-BBCEL-W30ML","BBC-EL-W30ML",""
"","BBC-EL-BULK",""
"MY-RBBCEN-W","BBC-EN-W30ML",""
"","BBC-EN-BULK",""
"MY-BBCEN-W30ML","BBC-EN-W30ML",""
"","BBC-EN-BULK",""
"MY-LEVCL01-W5.5G","L-EVCL01-W5.5G",""
"","L-EVCL01-BULK",""
"MY-RLEVCL01-W","L-EVCL01-W5.5G",""
"","L-EVCL01-BULK",""
"MY-LEVCL02-W5.5G","L-EVCL02-W5.5G",""
"","L-EVCL02-BULK",""
"MY-RLEVCL02-W","L-EVCL02-W5.5G",""
"","L-EVCL02-BULK",""
"MY-LEVCL03-W5.5G","L-EVCL03-W5.5G",""
"","L-EVCL03-BULK",""
"MY-RLEVCL03-W","L-EVCL03-W5.5G",""
"","L-EVCL03-BULK",""
"MY-RLBEVFSG-W","LB-EVFSG-W4G",""
"","LB-EVFSG-BULK",""
"MY-LBEVFSG-W4G","LB-EVFSG-W4G",""
"","LB-EVFSG-BULK",""
"MY-RLBEVFSS-W","LB-EVFSS-W4G",""
"","LB-EVFSS-BULK",""
"MY-LBEVFSS-W4G","LB-EVFSS-W4G",""
"","LB-EVFSS-BULK",""
"MY-RLBEVLNGT-W","LB-EVLNGT-W4G",""
"","LB-EVLNGT-BULK",""
"MY-LBEVLNGT-W4G","LB-EVLNGT-BULK",""
"MY-RLBEVLNH-W","LB-EVLNH-W4G",""
"","LB-EVLNH-BULK",""
"MY-LBEVLNH-W4G","LB-EVLNH-BULK",""
"MY-RBESFBBLP-W","B-ESFBBLP-BULK",""
"MY-BESFBBLP-W8G","B-ESFBBLP-W8GR",""
"","B-ESFBBLP-BULK",""
"MY-RBOE01-W","BO-E01-W",""
"","BO-E01-W-RP-W6,5GR",""
"MY-BOE01-W","BO-E01-W",""
"","BO-E01-W-RP-W6,5GR",""
"MY-RBOE02-W","BO-E02-W",""
"","BO-E02-W-RP-W6,5GR",""
"MY-BOE02-W","BO-E02-W",""
"","BO-E02-W-RP-W6,5GR",""
"MY-BORE02-W","",""
"MY-BORE01-W","",""
"MY-CONE01-W","",""
"MY-CONE02-W","",""
"MY-CONE03-W","",""
"MY-CONE04-W","",""
"MY-RESEP01-W","ES-EP01-W",""
"","ES-EP01-W-01-RP-W1GR",""
"","ES-EP01-W-02-RP-W1GR",""
"","ES-EP01-W-03-RP-W1GR",""
"","ES-EP01-W-04-RP-W1GR",""
"","ES-EP01-W-05-RP-W1GR",""
"","ES-EP01-W-06-RP-W1GR",""
"","ES-EP01-W-07-RP-W1GR",""
"","ES-EP01-W-08-RP-W1GR",""
"MY-ESEP01-W","ES-EP01-W",""
"","ES-EP01-W-01-RP-W1GR",""
"","ES-EP01-W-02-RP-W1GR",""
"","ES-EP01-W-03-RP-W1GR",""
"","ES-EP01-W-04-RP-W1GR",""
"","ES-EP01-W-05-RP-W1GR",""
"","ES-EP01-W-06-RP-W1GR",""
"","ES-EP01-W-07-RP-W1GR",""
"","ES-EP01-W-08-RP-W1GR",""
"MY-ESEP02-W","ES-EP02-W",""
"","ES-EP02-W-01-RP-W1GR",""
"","ES-EP02-W-02-RP-W1GR",""
"","ES-EP02-W-03-RP-W1GR",""
"","ES-EP02-W-04-RP-W1GR",""
"","ES-EP02-W-05-RP-W1GR",""
"","ES-EP02-W-06-RP-W1GR",""
"","ES-EP02-W-07-RP-W1GR",""
"","ES-EP02-W-08-RP-W1GR",""
"MY-RESEP02-W","ES-EP02-W",""
"","ES-EP02-W-01-RP-W1GR",""
"","ES-EP02-W-02-RP-W1GR",""
"","ES-EP02-W-03-RP-W1GR",""
"","ES-EP02-W-04-RP-W1GR",""
"","ES-EP02-W-05-RP-W1GR",""
"","ES-EP02-W-06-RP-W1GR",""
"","ES-EP02-W-07-RP-W1GR",""
"","ES-EP02-W-08-RP-W1GR",""
"MY-RCUSEFC01-W","CUS-EFC01-BULK",""
"MY-CUSEFC01-W","CUS-EFC01-W",""
"","CUS-EFC01-BULK",""
"MY-CUSR2EFC01-W","CUS-R2EFC01-W",""
"","CUS-R2EFC01-BULK",""
"MY-CUSR2EFC02-W","CUS-R2EFC02-W",""
"","CUS-R2EFC02-BULK",""
"MY-RCUSEFC02-W","CUS-EFC02-BULK",""
"MY-CUSEFC02-W","CUS-EFC02-W",""
"","CUS-EFC02-BULK",""
"MY-CUSR2EFC03-W","CUS-R2EFC03-W",""
"","CUS-R2EFC03-BULK",""
"MY-RCUSEFC03-W","CUS-EFC03-BULK",""
"MY-CUSEFC03-W","CUS-EFC03-W",""
"","CUS-EFC03-BULK",""
"MY-CUSEFC04-W","CUS-EFC04-W",""
"","CUS-EFC04-BULK",""
"MY-RCUSEFC04-W","CUS-EFC04-BULK",""
"MY-CUSR2EFC04-W","CUS-R2EFC04-W",""
"","CUS-R2EFC04-BULK",""
"MY-FAEGH-W","FA-EGH-W",""
"MY-LELT-W","",""
"MY-LE21-W3.8G","L-EW1P16C21-W3,8GR",""
"MY-LE28-W3.8G","",""
"MY-LE43-W3.8G","L-EW0C43-W3,8GR",""
"MY-FRELF01-W","F-RELF01-W",""
"","F-RELF01-BULK",""
"MY-RFRELF01-W","F-RELF01-W",""
"","F-RELF01-BULK",""
"MY-FRRELF01-W","F-RRELF01-W",""
"","F-RELF01-BULK",""
"MY-FEL01-W20ML","F-WOELB5101-W20ML",""
"MY-FRRELF02-W","F-RRELF02-W",""
"","F-RELF02-BULK",""
"MY-FRELF02-W","F-RELF02-W",""
"","F-RELF02-BULK",""
"MY-RFRELF02-W","F-RELF02-W",""
"","F-RELF02-BULK",""
"MY-FEL02-W20ML","F-WOELSP02-W20ML",""
"MY-RFRELF03-W","F-RELF03-W",""
"","F-RELF03-BULK",""
"MY-FRRELF03-W","F-RRELF03-W",""
"","F-RELF03-BULK",""
"MY-FRELF03-W","F-RELF03-W",""
"","F-RELF03-BULK",""
"MY-FEL03-W20ML","F-WOELSB03-W20ML",""
"MY-RFRELF04-W","F-RELF04-W",""
"","F-RELF04-BULK",""
"MY-FRRELF04-W","F-RRELF04-W",""
"","F-RELF04-BULK",""
"MY-FRELF04-W","F-RELF04-W",""
"","F-RELF04-BULK",""
"MY-FEL04-W20ML","F-WOELN04-W20ML",""
"MY-FRRRELF05-W","F-RRELF05-W",""
"","F-RELF05-BULK",""
"MY-FRELF05-W","F-RELF05-W",""
"","F-RELF05-BULK",""
"MY-RFRELF05-W","F-RELF05-W",""
"","F-RELF05-BULK",""
"MY-FELF07-W","",""
"MY-FELF08-W","",""
"MY-FELF09-W","",""
"MY-FELF10-W","",""
"MY-RLEMC01-W","L-EMC01-W4GR",""
"","L-EMC01-BULK",""
"MY-LEMC01-W4G","L-EMC01-W4GR",""
"","L-EMC01-BULK",""
"MY-LR2EMC01-W","L-R2EMC01-W",""
"","L-R2EMC01-BULK",""
"MY-LEMC01DP-W","L-EMC01-W4GR",""
"","L-EMC01-BULK",""
"MY-RLEMC02-W","L-EMC02-W4GR",""
"","L-EMC02-BULK",""
"MY-LEMC02-W4G","L-EMC02-W4GR",""
"","L-EMC02-BULK",""
"MY-LEMC02DP-W","L-EMC02-W4GR",""
"","L-EMC02-BULK",""
"MY-RLEMC03-W","L-EMC03-W4GR",""
"","L-EMC03-BULK",""
"MY-LEMC03-W4G","L-EMC03-W4GR",""
"","L-EMC03-BULK",""
"MY-LR2EMC03-W","L-R2EMC03-W",""
"","L-R2EMC03-BULK",""
"MY-LEMC03DP-W","L-EMC03-W4GR",""
"","L-EMC03-BULK",""
"MY-RLEMC04-W","L-EMC04-W4GR",""
"","L-EMC04-BULK",""
"MY-LEMC04-W4G","L-EMC04-W4GR",""
"","L-EMC04-BULK",""
"MY-LEMC04DP-W","L-EMC04-W4GR",""
"","L-EMC04-BULK",""
"MY-RLEMC05-W","L-EMC05-W4GR",""
"","L-EMC05-BULK",""
"MY-LEMC05-W4G","L-EMC05-W4GR",""
"","L-EMC05-BULK",""
"MY-LR2EMC05-W","L-R2EMC05-W",""
"","L-R2EMC05-BULK",""
"MY-LEMC05DP-W","L-EMC05-W4GR",""
"","L-EMC05-BULK",""
"MY-RLEMC06-W","L-EMC06-W4GR",""
"","L-EMC06-BULK",""
"MY-LEMC06-W4G","L-EMC06-W4GR",""
"","L-EMC06-BULK",""
"MY-LR2EMC06-W","L-R2EMC06-W",""
"","L-R2EMC06-BULK",""
"MY-LEMC06DP-W","L-EMC06-W4GR",""
"","L-EMC06-BULK",""
"MY-LEMC07-W4G","L-EMC07-W4GR",""
"","L-EMC07-BULK",""
"MY-LR2EMC07-W","L-R2EMC07-W",""
"","L-R2EMC07-BULK",""
"MY-LEMC07DP-W","L-EMC07-W4GR",""
"","L-EMC07-BULK",""
"MY-RLEMC07-W","L-EMC07-W4GR",""
"","L-EMC07-BULK",""
"MY-RLEMC08-W","L-EMC08-W4GR",""
"","L-EMC08-BULK",""
"MY-LEMC08-W4G","L-EMC08-W4GR",""
"","L-EMC08-BULK",""
"MY-LR2EMC08-W","L-R2EMC08-W",""
"","L-R2EMC08-BULK",""
"MY-LEMC08DP-W","L-EMC08-W4GR",""
"","L-EMC08-BULK",""
"MY-LEMC09-W4G","L-EMC09-W4GR",""
"","L-EMC09-BULK",""
"MY-LR2EMC09-W","L-R2EMC09-W",""
"","L-R2EMC09-BULK",""
"MY-LEMC09DP-W","L-EMC09-W4GR",""
"","L-EMC09-BULK",""
"MY-RLEMC09-W","L-EMC09-W4GR",""
"","L-EMC09-BULK",""
"MY-RLEMC10-W","L-EMC10-W4GR",""
"","L-EMC10-BULK",""
"MY-LEMC10-W4G","L-EMC10-W4GR",""
"","L-EMC10-BULK",""
"MY-LR2EMC10-W","",""
"MY-LEMC10DP-W","L-EMC10-W4GR",""
"","L-EMC10-BULK",""
"MY-LEMC11-W4G","L-EMC11-W4GR",""
"","L-EMC11-BULK",""
"MY-LR2EMC11-W","L-R2EMC11-W",""
"","L-R2EMC11-BULK",""
"MY-LEMC11DP-W","L-EMC11-W4GR",""
"","L-EMC11-BULK",""
"MY-RLEMC11-W","L-EMC11-W4GR",""
"","L-EMC11-BULK",""
"MY-RLEMC12-W","L-EMC12-W4GR",""
"","L-EMC12-BULK",""
"MY-LEMC12-W4G","L-EMC12-W4GR",""
"","L-EMC12-BULK",""
"MY-LR2EMC12-W","L-R2EMC12-W",""
"","L-R2EMC12-BULK",""
"MY-LEMC12DP-W","L-EMC12-W4GR",""
"","L-EMC12-BULK",""
"MY-RLEMC13-W","L-EMC13-W4GR",""
"","L-EMC13-BULK",""
"MY-LR2EMC13-W","L-R2EMC13-W",""
"","L-R2EMC13-BULK",""
"MY-LEMC13-W4G","L-EMC13-W4GR",""
"","L-EMC13-BULK",""
"MY-LEMC13DP-W","L-EMC13-W4GR",""
"","L-EMC13-BULK",""
"MY-RLEMC14-W","L-EMC14-W4GR",""
"","L-EMC14-BULK",""
"MY-LR2EMC14-W","",""
"MY-LEMC14-W4G","L-EMC14-W4GR",""
"","L-EMC14-BULK",""
"MY-LEMC14DP-W","L-EMC14-W4GR",""
"","L-EMC14-BULK",""
"MY-RLEMC15-W","L-EMC15-W4GR",""
"","L-EMC15-BULK",""
"MY-LEMC15-W4G","L-EMC15-W4GR",""
"","L-EMC15-BULK",""
"MY-LEMC15DP-W","L-EMC15-W4GR",""
"","L-EMC15-BULK",""
"MY-RLEMC16-W","L-EMC16-W4GR",""
"","L-EMC16-BULK",""
"MY-LR2EMC16-W","L-R2EMC16-W",""
"","L-R2EMC16-BULK",""
"MY-LEMC16-W4G","L-EMC16-W4GR",""
"","L-EMC16-BULK",""
"MY-LEMC16DP-W","L-EMC16-W4GR",""
"","L-EMC16-BULK",""
"MY-RLEMC17-W","L-EMC17-W4GR",""
"","L-EMC17-BULK",""
"MY-LR2EMC17-W","L-R2EMC17-W",""
"","L-R2EMC17-BULK",""
"MY-LEMC17-W4G","L-EMC17-W4GR",""
"","L-EMC17-BULK",""
"MY-LEMC17DP-W","L-EMC17-W4GR",""
"","L-EMC17-BULK",""
"MY-RLEMC18-W","L-EMC18-W4GR",""
"","L-EMC18-BULK",""
"MY-LEMC18-W4G","L-EMC18-W4GR",""
"","L-EMC18-BULK",""
"MY-LEMC18DP-W","L-EMC18-W4GR",""
"","L-EMC18-BULK",""
"MY-LEMCA-W","L-EMCA-W",""
"","L-EMCA-BULK",""
"MY-LEMCB-W","L-EMCB-W",""
"","L-EMCB-BULK",""
"MY-LEMCC-W","L-EMCC-W",""
"","L-EMCC-BULK",""
"MY-LEMCD-W","L-EMCD-W",""
"","L-EMCD-BULK",""
"MY-LEMCE-W","L-EMCE-W",""
"","L-EMCE-BULK",""
"MY-LEMCF-W","L-EMCF-W",""
"","L-EMCF-BULK",""
"MY-LREMA02-W","L-REMA02-W",""
"","L-REMA02-BULK",""
"MY-RLREMA02-W","L-REMA02-W",""
"","L-REMA02-BULK",""
"MY-LREMA03-W","L-REMA03-W",""
"","L-REMA03-BULK",""
"MY-RLREMA03-W","L-REMA03-W",""
"","L-REMA03-BULK",""
"MY-RLREMA04-W","L-REMA04-W",""
"","L-REMA04-BULK",""
"MY-LREMA04-W","L-REMA04-W",""
"","L-REMA04-BULK",""
