"Korporat Code","Component FG/Korporat Code","Component REFILL/Korporat Code"
"BO-SBS05-MO3,5G","BO-05BSRNFSN3,5-MO",""
"BO-SCS06-MO3,5G","BO-06CSRNFS3,5G-MO",""
"BO-SSS07-MO3,5G","BO-07SSRNFSN3,5-MO",""
"BO-SCC08-MO3,5G","BO-08CCRNFSN3,5-MO",""
"BO-SST09-MO3.5G","BO-SST09-RP-MO3,5GR",""
"BO-SPP10-MO3,5G","BO-SKPP10-RP-MO3,5GR",""
"BO-SKPF01-MO6G","BO-S01PF6GRRNFS-MO",""
"BO-RBSPF-MO","BO-RBSPF-BULK",""
"BO-SKIP02-MO6G","",""
"BO-SKPS03-MO6G","BO-S03PP6GRRNFS-MO",""
"BO-RBPPE-MO","BO-RBPPE-BULK",""
"BO-SKRE04-MO6G","",""
"BO-SKBS05-MO6G","",""
"BO-SKCS06-MO6G","BO-S06CS6GRRNFS-MO",""
"BO-RBCS-MO","BO-RBCS-BULK",""
"BO-SKSS07-MO6G","BO-S07SS6GRRNFS-MO",""
"BO-RBSS-MO","BO-RBSS-BULK",""
"BO-SKCC08-MO6G","BO-S08CC6GRRNFS-MO",""
"BO-RBCC-MO","BO-RBCC-BULK",""
"BO-SKST09-MO6G","BO-SST09-RP-MO6GR",""
"BO-RBST-MO","BO-RBST-BULK",""
"BO-SKPP10-MO6G","BO-SKPP10-RP-MO6GR",""
"BO-RBPPI-MO","BO-RBPPI-BULK",""
"ES-PBTB-MO6X3.5G","",""
"BRUS-BLD-MO17CM","BRUS-BBR0-MO",""
"BO-SKPS03BB-MO6G","BO-S03PP6GRRNFS-MO",""
"BO-SKCS06BS-MO6G","BO-S06CS6GRRNFS-MO",""
"BO-SKST09FS-MO6G","BO-SST09-RP-MO6GR",""
"BO-SKPP10FB-MO6G","BO-SKPP10-RP-MO6GR",""
"EB-SEDA-MO0.13G","EBM-BSEDAR1-MO",""
"EB-RSEDA-MO","",""
"EB-SEDC-MO0.13G","EBM-BSEDCLR1-MO",""
"EB-RSEDC-MO","",""
"EB-RSEDM-MO","",""
"EB-SEDM-MO0.13G","EBM-BSEDMR1-MO",""
"CON-C-MO11ML","CON-C-B-BULK",""
"","CON-C-C-BULK",""
"","CON-C-HM-BULK",""
"","CON-C-LB-BULK",""
"","CON-C-UM-BULK",""
"BO-CM-MO20G","BO-CM-A BULK",""
"","BO-CM-B BULK",""
"","BO-CM-C BULK",""
"","BO-CM-D BULK",""
"","BO-CM-E BULK",""
"CLN-C-MO60ML","",""
"L-CQS201-MO2G","CMLS-201ECMOR0-X",""
"L-CQS202-MO2G","CMLS-202HWMOR0-X",""
"L-CQS203-MO2G","CMLS-203CSMOR0-X",""
"L-CQS204-MO2G","CMLS-204FMMOR0-X",""
"L-CQS205-MO2G","CMLS-205JSMOR0-X",""
"L-CQS206-MO2G","CMLS-206GDMOR0-X",""
"L-CQS207-MO2G","CMLS-207LBMOR0-X",""
"L-CQS208-MO2G","CMLS-208SLMOR0-X",""
"L-CQS209-MO2G","CMLS-209ROMOR0-X",""
"L-CQS210-MO2G","CMLS-210HOMOR0-X",""
"L-CQS211-MO2G","CMLS-211TRMOR0-X",""
"L-CQS212-MO2G","CMLS-212CHMOR0-X",""
"L-CHC01-MO","L-CHC01-BULK",""
"L-CHC02-MO","L-CHC02-BULK",""
"L-CHC03-MO","L-CHC03-BULK",""
"L-CHC04-MO","L-CHC04-BULK",""
"L-CHC05-MO","L-CHC05-BULK",""
"L-CHC06-MO","L-CHC06-BULK",""
"L-CHC07-MO","L-CHC07-BULK",""
"L-CHC08-MO","L-CHC08-BULK",""
"L-CHC09-MO","L-CHC09-BULK",""
"L-CHC10-MO","L-CHC10-BULK",""
"L-CHC11-MO","L-CHC11-BULK",""
"L-CHC12-MO","L-CHC12-BULK",""
"L-CSGC101-MO","L-CSGC101-BULK",""
"L-CSGC102-MO","L-CSGC102-BULK",""
"L-CSGC103-MO","L-CSGC103-BULK",""
"L-CSGC104-MO","L-CSGC104-BULK",""
"L-CSGC105-MO","L-CSGC105-BULK",""
"L-CSMB101-MO3G","",""
"L-CSMB102-MO3G","",""
"L-CSMB103-MO3G","",""
"L-CSMB104-MO3G","",""
"L-CSMB105-MO3G","",""
"L-CSMB106-MO3G","",""
"L-CSMC101-MO2.6G","CSMC-101BMO-X",""
"L-CSMC102-MO2.6G","CSMC-102IMO-X",""
"L-CSMC103-MO2.6G","CSMC-103HMO-X",""
"L-CSMC104-MO2.6G","CSMC-104BMO-X",""
"L-CSMC105-MO2.6G","CSMC-105SMO-X",""
"BRUS-CON-MO","BRUS-CBR0-MO",""
"BMU-01-MO40ML","",""
"BMU-02-MO40ML","",""
"F-PC-MO3X10G","",""
"F-PC-MO3X12G","",""
"L-CLG-MO3,1G","",""
"L-CLN-MO3,1G","",""
"L-CLPC-MO3,1G","L-CLPC-BULK",""
"L-CLP-MO3,1G","",""
"L-CLS-MO4X3,1G","",""
"L-CLSP01-MO4G","",""
"L-CLRP02-MO4G","L-W1CMFRC4-BULK",""
"L-CLRP03-MO4G","L-W1CMDRC6-BULK",""
"L-CLQR04-MO4G","L-W1CMTRC9-BULK",""
"L-CLRR05-MO4G","L-W1CMMLC10-BULK",""
"L-CLGG06-MO4G","L-W1CMDSC13-BULK",""
"L-CLMB07-MO4G","L-W1CMBLC12-BULK",""
"L-CLTB08-MO4G","L-W1CMSPC16-BULK",""
"L-CLCH09-MO4G","L-W1CMVBC14-BULK",""
"L-CLFN10-MO4G","L-W1CMBNC15-BULK",""
"L-CLI11-MO4G","L-W1CMNPC20-BULK",""
"L-CLNP12-MO4G","L-W1CMRPC18-BULK",""
"L-CLNPC13-MO4G","",""
"L-CLPC14-MO4G","",""
"L-CLRT15-MO4G","",""
"PUFF-DSBB-MO","PUFF-DSSBBBR0-MO",""
"BRUS-M0510-MO","",""
"BRUS-EXF-MO","",""
"F-EXL01-MO","F-EXL01-BULK",""
"F-EXL02-MO","F-EXL02-BULK",""
"F-EXL03-MO","F-EXL03-BULK",""
"F-EXL04-MO","F-EXL04-BULK",""
"F-EXL05-MO","F-EXL05-BULK",""
"F-EXL06-MO","F-EXL06-BULK",""
"F-EXL07-MO","F-EXL07-BULK",""
"F-EXL08-MO","F-EXL08-BULK",""
"F-EXL09-MO","F-EXL09-BULK",""
"F-EXL10-MO","F-EXL10-BULK",""
"B-EXLP-MO","B-EXLP-BULK",""
"BRUS-EXP-MO","",""
"PUFF-EXS-MO","",""
"EB-DKWB-MO6,4G","EB-DK-CCLB-BULK",""
"","EB-DK-DB-RP-MO2GR",""
"","EB-DK-LB-RP-MO2GR",""
"EB-DK01-MO","EB-DK-DB-BULK",""
"","EB-DK-DB-RP-MO2GR",""
"","EB-DK-LB-BULK",""
"","EB-DK-LB-RP-MO2GR",""
"","EB-DK01C-BULK",""
"EB-RDK01N2-MO","",""
"EB-DK02-MO","EB-DK01C-BULK",""
"","EB-DK02-01L-BULK",""
"","EB-DK02-01L-RP-MO2GR",""
"","EB-DK02-02D-BULK",""
"","EB-DK02-02D-RP-MO2GR",""
"EB-RDK02N2-MO","",""
"EB-DK-MO6,4G","EB-DK-CCLB-BULK",""
"","EB-DK-DB-RP-MO2GR",""
"","EB-DK-LB-RP-MO2GR",""
"EYE-LS-MO","ELC-MO-KHCH",""
"EL-PBJ-MO1,2G","ELP-BJMOR2SZS-CT2S",""
"EL-PBL-MO1,2G","ELP-BLMOR2SBR-CT2S",""
"EL-PCLG-MO1,2G","ELP-CGMOSPG-CT2S",""
"EL-PGLG-MO1,2G","ELP-GLGMOSP9-CTP2WIP",""
"EL-PGOG-MO1,2G","ELP-GOGMOVSG-CTP2WIP",""
"EL-PNB-MO1,2G","ELP-NBMOR2SPB-CT2S",""
"EL-PNS-MO1.2G","ELP-NSR1-MO",""
"P-ELPBJ-MO","EL-PBJ-MO1,2G",""
"","SHAR-SM-MO",""
"P-ELPBL-MO","ELP-BLMOR1SBR-CT2S",""
"","RAUT-ELPMOT780H-NS",""
"P-ELPNB-MO","ELP-NBMOR1SPB-CT2S",""
"","RAUT-ELPMOT780H-NS",""
"P-ELPRB-MO","ELP-RBMOSPB-CT2S",""
"","RAUT-ELPMOT780H-NS",""
"EL-PPOP-MO1,2G","ELP-PPMOVPR-CT2S",""
"EL-PROB-MO1,2G","ELP-RBMOSPB-CT2S",""
"EL-PSL-MO1.2G","ELP-SLR0-MO",""
"EL-PWT-MO1,2G","ELP-WTMOR1SPB-CT2S",""
"BRUS-EY-MO17CM","BRUS-ESBR0-MO",""
"ES-PNU-MO10G","ES-CP-RP-MO1,25G",""
"","ES-CV-RP-MO1,25G",""
"","ES-H-RP-MO1,25G",""
"","ES-PMB-RP-MO1,25G",""
"","ES-PMEO-RP-MO1,25G",""
"","ES-PNU-02-RP-MO1,25G",""
"","ES-PNU-03-RP-MO1,25G",""
"","ES-PNU-04-RP-MO1,25G",""
"ES-PSM-MO10G","ES-BS-RP-MO1,25G",""
"","ES-M-RP-MO1,25G",""
"","ES-PL-RP-MO1,25G",""
"","ES-PMEO-RP-MO1,25G",""
"","ES-PSM-06-RP-MO1,25G",""
"","ES-R-RP-MO1,25G",""
"","ES-SV-RP-MO1,25G",""
"","TC-FC02-RP-MO1,25G",""
"EB-PBL-MO1,14G","EBP-BLMOIS91-CTP2WIJ",""
"EB-PBE-MO1,14G","EBP-BTEMOIBR9-CTP2WI",""
"TC-RFC-MO","TC-RFC01-BULK",""
"","TC-RFC02-BULK",""
"TC-FC-MO14G","TC-FCK1&214GRRN-MO",""
"BRUS-FAN-MO","BRUS-FBR0-MO",""
"BRUS-FLF-MO","BRUS-FLFBR0-MO",""
"BRUS-FTF-MO17CM","BRUS-FTFBR0-MO",""
"EYE-GLS-MO","",""
"L-GIMC006-MO6,5G","",""
"L-GLRT-MO5ML","L-LRT-BULK",""
"MA1-GU-MO7.5ML","",""
"L-PTG1-MO","L-PTG1-BULK",""
"L-PTG2-MO","L-PTG2-BULK",""
"L-PTG3-MO","L-PTG3-BULK",""
"L-PTG4-MO","L-PTG4-BULK",""
"L-PTG5-MO","L-PTG5-BULK",""
"L-GB-MO3,8G","",""
"L-GG-MO3,8G","",""
"L-GS-MO3,8G","",""
"FA-HSL1-MO2X3.5G","HLCS-DL1-MOFG",""
"FA-HSL2-MO2X3.5G","HLCS-DL2-MOFG",""
"FA-HSLS-MO2X3.5G","",""
"FA-HSLM-MO2X3.5G","",""
"FA-HSM-MO2X3.5G","",""
"FA-HSMD-MO2X3.5G","HLCS-MTD-MOFG",""
"F-HGFC21-MO","F-HGFC21-BULK",""
"F-HGFN10-MO","F-HGFN10-BULK",""
"F-HGFN30-MO","F-HGFN30-BULK",""
"F-HGFW50-MO","F-HGFW50-BULK",""
"F-HGFW22-MO","F-HGFW22-BULK",""
"F-HGFW33-MO","F-HGFW33-BULK",""
"F-HGFW41-MO","F-HGFW41-BULK",""
"F-HGFW42-MO","F-HGFW42-BULK",""
"BO-HLT01-MO","BO-HLT01-BULK",""
"BO-HLT02-MO","BO-HLT02-BULK",""
"BO-HLT03-MO","BO-HLT03-BULK",""
"BO-HLT04-MO","BO-HLT04-BULK",""
"BO-HLT05-MO","BO-HLT05-BULK",""
"CUS-HLGNC21-MO","CUS-HLGNC21-BULK",""
"CUS-HLGCC31-MO","CUS-HLGCC31-BULK",""
"CUS-HLGCC41-MO","CUS-HLGCC41-BULK",""
"CUS-HLGCC51-MO","CUS-HLGCC51-BULK",""
"CUS-HLGCC62-MO","CUS-HLGCC62-BULK",""
"CUS-HLGN10-MO","CUS-HLGN10-BULK",""
"CUS-HLGCN20-MO","CUS-HLGCN20-BULK",""
"CUS-HLGNN30-MO","CUS-HLGNN30-BULK",""
"CUS-HLGCN40-MO","CUS-HLGCN40-BULK",""
"CUS-HLGNN50-MO","CUS-HLGNN50-BULK",""
"CUS-HLGCW12-MO","CUS-HLGCW12-BULK",""
"CUS-HLGCW21-MO","CUS-HLGCW21-BULK",""
"CUS-HLGNW22-MO","CUS-HLGNW22-BULK",""
"CUS-HLGCW30-MO","CUS-HLGCW30-BULK",""
"CUS-HLGCW32-MO","CUS-HLGCW32-BULK",""
"CUS-HLGNW33-MO","CUS-HLGNW33-BULK",""
"CUS-HLGNW41-MO","CUS-HLGNW41-BULK",""
"CUS-HLGNW42-MO","CUS-HLGNW42-BULK",""
"CUS-HLGCW50-MO","CUS-HLGCW50-BULK",""
"CUS-HLGCW60-MO","CUS-HLGCW60-BULK",""
"B-HRFP-MO","B-HRFP-BULK",""
"SRM-H-MO33ML","SRM-H-BULK",""
"EL-HBS-MO1G","EL-HBSSLMOR1-X",""
"L-IMC001-MO6,5G","L-IMC001-BULK",""
"L-RIMLC001-MO","",""
"L-IMC002-MO6,5G","L-IMC002-BULK",""
"L-RIMLC002-MO","",""
"L-IMC003-MO6,5G","L-IMC003-BULK",""
"L-RIMLC003-MO","",""
"L-RIMC003-MO","",""
"L-IMC004-MO6,5G","L-IMC004-BULK",""
"L-RIMLC004-MO","",""
"L-RIMC004-MO","",""
"L-IMC005-MO6,5G","L-IMC005-BULK",""
"L-RIMLC005-MO","",""
"L-RIMC005-MO","",""
"L-IMC006-MO6,5G","L-IMC006-BULK",""
"L-RIMLC006-MO","",""
"L-IMC007-MO6,5G","L-IMC007-BULK",""
"L-RIMLC007-MO","",""
"L-IMC008-MO6,5G","L-IMC008-BULK",""
"L-RIMLC008-MO","",""
"L-RIMC008-MO","",""
"L-IMC009-MO6,5G","L-IMC009-BULK",""
"L-RIMLC009-MO","",""
"L-RIMC009-MO","",""
"L-IMC010-MO6,5G","L-IMC010-BULK",""
"L-RIMLC010-MO","",""
"L-IMC011-MO6,5G","L-IMC011-BULK",""
"L-RIMLC011-MO","",""
"L-RIMC011-MO","",""
"L-IMC012-MO6,5G","L-IMC012-BULK",""
"L-RIMLC012-MO","",""
"L-RIMC012-MO","",""
"L-IMC013-MO6,5G","L-IMC013-BULK",""
"L-RIMLC013-MO","",""
"L-RIMC013-MO","",""
"L-IMC014-MO6,5G","L-IMC014-BULK",""
"L-RIMLC014-MO","",""
"L-RIMC014-MO","",""
"L-IMC015-MO6,5G","L-IMC015-BULK",""
"L-RIMLC015-MO","",""
"L-RIMC015-MO","",""
"L-IMC016-MO6,5G","L-IMC016-BULK",""
"L-RIMLC016-MO","",""
"L-RIMC016-MO","",""
"L-IMC017-MO6,5G","L-IMC017-BULK",""
"L-RIMLC017-MO","",""
"L-IMC018-MO6,5G","L-IMC018-BULK",""
"L-RIMLC018-MO","",""
"L-RIMC018-MO","",""
"L-IMC019-MO6,5G","L-IMC019-BULK",""
"L-RIMLC019-MO","",""
"L-RIMC019-MO","",""
"L-IMC020-MO6,5G","L-IMC020-BULK",""
"L-RIMLC020-MO","",""
"L-IMC021-MO6,5G","",""
"L-IMC022-MO6,5G","",""
"L-RIMC023-MO","",""
"L-RIMC024-MO","",""
"L-RIMC025-MO","",""
"L-RIMC026-MO","",""
"L-RIMC027-MO","",""
"L-RIMC028-MO","",""
"L-RIMC029-MO","",""
"BRUS-KBK-MO8.5CM","BRUS-KBR0-MO",""
"REM-L-MO100ML","",""
"L-LACL01-MO0.2G","LACL-01EXMOR0-X",""
"L-LACL02-MO0.2G","LACL-02FLMOR0-X",""
"L-LACL03-MO0.2G","LACL-03BDMOR0-X",""
"L-LACL04-MO0.2G","LACL-04SOMOR0-X",""
"L-LACL05-MO0.2G","LACL-05PUMOR0-X",""
"L-PPP02-MO5X1,7G","L-E37-BULK",""
"","L-EL1C29-BULK",""
"","L-W1CMDRC6-BULK",""
"","L-W1CMFRC4-BULK",""
"","L-W1CMRPC18-BULK",""
"L-PPP03-MO5X1,7G","L-EB18C33-BULK",""
"","L-ER16C23-BULK",""
"","L-EW0C48-BULK",""
"","L-USEVK13-BULK",""
"","L-W1CMBNC15-BULK",""
"L-PRR01-MO5X1,7G","L-W1CMBLC12-BULK",""
"","L-W1CMDSC13-BULK",""
"","L-W1CMNPC20-BULK",""
"","L-W1CMSPC16-BULK",""
"","L-W1CMTRC9-BULK",""
"L-P-MO5X1,7G","",""
"L-LLB-MO1,2G","LLP-LBMOUBR9-CTP2WIJ",""
"L-LRJ-MO1,2 G","LLP-RJMOUR93-CTP2WIJ",""
"L-LSP-MO1,2 G","LLP-SPMOU931-CTP2WIJ",""
"LB-M-MO3,8G","LB-M-BULK",""
"LB-OC-MO3,8G","LB-O-BULK",""
"LB-V-MO3,8G","LB-V-BULK",""
"L-PDN-MO2,29G","LCP-DNMOWB93-CTP2WIJ",""
"L-PDP-MO2,29G","",""
"L-PFR-MO2,29G","LCP-FRMOWR93-CTP2WIJ",""
"L-PMP-MO2,29G","LCP-MPMOWP92-CTP2WIJ",""
"L-PVB-MO2,29G","",""
"EL-LB-MO1,7ML","ELL-MOBP3S9-BDPKFT2W",""
"PRM-LI-MO30ML","",""
"L-LBC-MO5ML","",""
"L-LBA-MO5ML","",""
"L-LDP-MO5ML","L-LDP-BULK",""
"L-LFP-MO5ML","L-LFP-BULK",""
"L-LFR-MO5ML","",""
"L-LGD-MO5ML","",""
"L-LGR-MO5ML","",""
"L-LH-MO5ML","L-LH-BULK",""
"L-LJP-MO5ML","",""
"L-LKP-MO5ML","",""
"L-LLP-MO5ML","",""
"L-LM-MO5ML","L-LM-BULK",""
"L-LMO-MO5ML","L-LMO-BULK",""
"L-LPB-MO5ML","",""
"L-LPPI-MO5ML","L-LPPI-BULK",""
"L-LPP-MO5ML","",""
"L-LRB-MO5ML","L-LRB-BULK",""
"L-LRT-MO5ML","L-LRT-BULK",""
"L-LSPE-MO5ML","L-LSPE-BULK",""
"2PR--MO100ML","2PR-A-BULK",""
"","2PR-B-BULK",""
"L-CHROM301-MO7.5ML","MELT-ML301MOR0-X",""
"L-CHROM302-MO7.5ML","MELT-ML302MOR0-X",""
"L-CHROM303-MO7.5ML","MELT-ML303MOR0-X",""
"L-CHROM304-MO7.5ML","MELT-ML304MOR0-X",""
"REM-MW-MO185ML","REM-MW-BULK",""
"REM-MW-MO200ML","",""
"BO-MMB01-MO9G","MFIX-MB01R0MO-X",""
"BO-MMB01-MO","BO-MMB01-BULK",""
"BO-MMB02-MO","BO-MMB02-BULK",""
"BO-MMB02-MO9G","BO-MMB02-BULK",""
"BO-MMB03-MO9G","MFIX-MB03R0MO-X",""
"BO-MMB03-MO","BO-MMB03-BULK",""
"BO-MMB04-MO9G","MFIX-MB04R0MO-X",""
"BO-MMB04-MO","BO-MMB04-BULK",""
"BO-MMB05-MO9G","MFIX-MB05R0MO-X",""
"BO-MMB05-MO","BO-MMB05-BULK",""
"F-NFSHGFC21-MO","F-HGFC21-BULK",""
"F-NFSHGFN30-MO","F-HGFN30-BULK",""
"F-NFSHGFW22-MO","F-HGFW22-BULK",""
"F-NFSHGFW33-MO","F-HGFW33-BULK",""
"F-NFSHGFW41-MO","F-HGFW41-BULK",""
"TC-NFSPC01-MO","TC-PC01-BULK",""
"TC-NFSPC02-MO","TC-PC02-BULK",""
"TC-NFSPC03-MO","TC-PC03-BULK",""
"TC-NFSPC04-MO","TC-PC04-BULK",""
"TC-NFSPC08-MO","TC-PC08-BULK",""
"TC-NFSPMN20-MO","TC-PMN20-BULK",""
"TC-NFSPMN30-MO","TC-PMN30-BULK",""
"TC-NFSPMW30-MO","TC-PMW30-BULK",""
"TC-NFSPMW33-MO","TC-PMW33-BULK",""
"TC-NFSPMW41-MO","TC-PMW41-BULK",""
"F-NFSLUC01-MO","F-LUC01-BULK",""
"F-NFSLUC02-MO","F-LUC02-BULK",""
"F-NFSLUC03-MO","F-LUC03-BULK",""
"F-NFSLUC05-MO","F-LUC05-BULK",""
"F-NFSLUC08-MO","F-LUC08-BULK",""
"ES-PMB-MO3,5G","",""
"ES-C-MOR3,5G","ES-PPMC3,5RNFS-MO",""
"ES-EL-MOR3,5G","",""
"ES-E-MOR3,5G","ES-E-BULK",""
"ES-PMEO-MO3,5G","",""
"ES-H-MOR3,5G","",""
"ES-PMIY-MO3,5G","",""
"ES-L-MOR3,5G","",""
"ES-N-MOR3,5G","",""
"ES-NT-MOR3,5G","",""
"ES-OR-MOR3,5G","ES-OR-BULK",""
"ES-O-MOR3,5G","",""
"ES-SD-MOR3,5G","",""
"ES-SH-MOR3,5G","ES-SH-BULK",""
"ES-SK-MOR3,5G","",""
"ES-SN-MOR3,5G","ES-SN-BULK",""
"ES-SP-MOR3,5G","ES-SP-BULK",""
"REM-OIMW-MO","REM-OIMW-BULK",""
"","REM-OIMWB-BULK",""
"PRM-PCCGR-MO","PRM-PCCGR-BULK",""
"PRM-PCCLC-MO","PRM-PCCLC-BULK",""
"PRM-PCCPC-MO","PRM-PCCPC-BULK",""
"PRM-PCCYW-MO","PRM-PCCYW-BULK",""
"CON-RPP02-MO","POW-UEPC20L-MO",""
"CON-RPP03-MO","POW-UEPC30LM-MO",""
"CON-RPP04-MO","POW-UEPC40M-MO",""
"ES-PPM-MO@3,5G","ES-PPMC3,5RNFS-MO",""
"","ES-PPMS3,5RNFS-MO",""
"ES-PSG-MO8X3,5G","",""
"BRUS-PEN-MO","BRUS-PCBR0-MO",""
"F-C1PC01-MO12G","",""
"F-C1PC02-MO12G","F-WOECSP02-BULK",""
"F-C1PC03-MO12G","",""
"F-C1PC04-MO12G","",""
"F-C1PC05-MO12G","",""
"F-C1PC06-MO12G","",""
"F-C1PC07-MO12G","F-CPC07-BULK",""
"TC-RPC01-MO12G","TC-PC01-BULK",""
"TC-RPC02-MO12G","TC-PC02-BULK",""
"TC-RPC03-MO12G","TC-PC03-BULK",""
"TC-RPC04-MO12G","TC-PC04-BULK",""
"TC-RPC05-MO12G","TC-PC05-BULK",""
"TC-RPC06-MO12G","TC-PC06-BULK",""
"TC-RPC07-MO12G","TC-PC07-BULK",""
"TC-RPC08-MO12G","TC-PC08-BULK",""
"TC-PC01-MO12G","TC-PC01-BULK",""
"TC-RVPC01-MO","TC-RVPC01-BULK",""
"TC-PC02-MO12G","TC-PC02-BULK",""
"TC-RVPC02-MO","TC-RVPC02-BULK",""
"TC-PC03-MO12G","TC-PC03-BULK",""
"TC-RVPC03-MO","TC-RVPC03-BULK",""
"TC-PC04-MO12G","TC-PC04-BULK",""
"TC-RVPC04-MO","TC-RVPC04-BULK",""
"TC-PC05-MO12G","TC-PC05-BULK",""
"TC-RVPC05-MO","TC-RVPC05-BULK",""
"TC-PC06-MO12G","TC-PC06-BULK",""
"TC-RVPC06-MO","TC-RVPC06-BULK",""
"TC-PC07-MO12G","TC-PC07-BULK",""
"TC-RVPC07-MO","TC-RVPC07-BULK",""
"TC-PC08-MO12G","TC-PC08-BULK",""
"TC-RVPC08-MO","TC-RVPC08-BULK",""
"BO-PPS-MO8X3,5G","BO-01PFRNFSN3,5-MO",""
"","BO-02IPRNFSN3,5-MO",""
"","BO-03PP1RNFS3,5-MO",""
"","BO-04RERNFSN3,5-MO",""
"","BO-05BSRNFSN3,5-MO",""
"","BO-06CSRNFS3,5G-MO",""
"","BO-07SSRNFSN3,5-MO",""
"","BO-08CCRNFSN3,5-MO",""
"BRUS-PO-MO17CM","BRUS-PBR0-MO",""
"ES-PAW-MO2G","",""
"ES-PAP-MO2G","",""
"ES-PBF-MO2G","ES-PBF-BULK",""
"ES-PFP-MO2G","ES-PFP-BULK",""
"ES-PGK-MO2G","ES-PGK-MO-BULK",""
"ES-PGA-MO2G","ES-PGA-BULK",""
"ES-PGL-MO2G","ES-PGL-BULK",""
"ES-PHI-MO2G","ES-PHI-BULK",""
"ES-PPB-MO2G","ES-PPB-BULK",""
"ES-PRS-MO2G","",""
"ES-PRB-MO2G","",""
"ES-PSP-MO2G","",""
"ES-PSD-MO2G","ES-PSD-MO-BULK",""
"ES-PS01-MO4X2G","ES-PHI-BULK",""
"ES-PS02-MO4X2G","",""
"ES-PSB-MO2G","ES-PSB-BULK",""
"M-PSLG-MO","M-PSLG-BULK",""
"M-PSRT-MO","M-PSRT-BULK",""
"M-PSRT20-MO","M-PSRT20-BULK",""
"M-PSRT30-MO","M-PSRT30-BULK",""
"M-PSRT40-MO","M-PSRT40-BULK",""
"M-PSWC-MO","M-PSWC-BULK",""
"TC-RPMC21-MO","TC-RPMC21-BULK",""
"TC-RVPMC31-MO","TC-RVPMC31-BULK",""
"TC-RVPMC41-MO","TC-RVPMC41-BULK",""
"TC-RVPMC51-MO","TC-RVPMC51-BULK",""
"TC-RPMC62-MO","TC-RPMC62-BULK",""
"TC-RPMN10-MO","TC-RPMN10-BULK",""
"TC-RPMN20-MO","TC-RPMN20-BULK",""
"TC-RPMN30-MO","TC-RPMN30-BULK",""
"TC-RPMN40-MO","TC-RPMN40-BULK",""
"TC-RPMN50-MO","TC-RPMN50-BULK",""
"TC-RVPMW12-MO","TC-RVPMW12-BULK",""
"TC-RVPMW21-MO","TC-RVPMW21-BULK",""
"TC-RPMW22-MO","TC-RPMW22-BULK",""
"TC-RPMW30-MO","TC-RPMW30-BULK",""
"TC-RPMW33-MO","TC-RPMW33-BULK",""
"TC-RPMW41-MO","TC-RPMW41-BULK",""
"TC-RPMW42-MO","TC-RPMW42-BULK",""
"TC-RVPMW50-MO","TC-RVPMW50-BULK",""
"TC-RVPMW60-MO","TC-RVPMW60-BULK",""
"TC-RVPMW32-MO","TC-RVPMW32-BULK",""
"F-RVLPWC21-MO","F-RVLPWC21-BULK",""
"F-RVLPWFC31-MO","F-RVLPWFC31-BULK",""
"F-RVLPWC41-MO","F-RVLPWC41-BULK",""
"F-RVLPWC51-MO","F-RVLPWC51-BULK",""
"F-RVLPWC62-MO","F-RVLPWC62-BULK",""
"F-RVLPWN10-MO","F-RVLPWN10-BULK",""
"F-RVLPWN20-MO","F-RVLPWN20-BULK",""
"F-RVLPWN30-MO","F-RVLPWN30-BULK",""
"F-RVLPWN40-MO","F-RVLPWN40-BULK",""
"F-RVLPWN50-MO","F-RVLPWN50-BULK",""
"F-RVLPWW12-MO","F-RVLPWW12-BULK",""
"F-RVLPWW21-MO","F-RVLPWW21-BULK",""
"F-RVLPWW22-MO","F-RVLPWW22-BULK",""
"F-RVLPWW30-MO","F-RVLPWW30-BULK",""
"F-RVLPWW32-MO","F-RVLPWW32-BULK",""
"F-RVLPWW33-MO","F-RVLPWW33-BULK",""
"F-RVLPWW41-MO","F-RVLPWW41-BULK",""
"F-RVLPWW42-MO","F-RVLPWW42-BULK",""
"F-RVLPWW50-MO","F-RVLPWW50-BULK",""
"F-RVLPWW60-MO","F-RVLPWW60-BULK",""
"EB-DMLB-MO","EB-DMLB-BULK",""
"EB-DMCL-MO","EB-DMCL-BULK",""
"EB-DMCC-MO","EB-DMCC-BULK",""
"CUS-R4PDMCC21-MO","",""
"CUS-PDMCC21-MO","CUS-PDCCC21R1-MO",""
"CUS-RVPDMCC21-MO","",""
"CUS-PDMCC31-MO","CUS-PDCCC31R0-MO",""
"CUS-RPDMCC31-MO","",""
"CUS-PDMCC41-MO","CUS-PDCCC41R0-MO",""
"CUS-RPDMCC41-MO","",""
"CUS-PDMCC51-MO","CUS-PDCCC51R0-MO",""
"CUS-R4PDMCC51-MO","",""
"CUS-RVPDMCC51-MO","",""
"CUS-PDMCC62-MO","CUS-PDCCC62R0-MO",""
"CUS-RPDMCC62-MO","",""
"CUS-PDMCN10-MO","CUS-PDCCN10R1-MO",""
"CUS-R4PDMCN10-MO","",""
"CUS-RVPDMCN10-MO","",""
"CUS-PDMCN20-MO","CUS-PDCCN20R0-MO",""
"CUS-RPDMCN20-MO","",""
"CUS-PDMCN30-MO","CUS-PDCCN30R1-MO",""
"CUS-R4PDMCN30-MO","",""
"CUS-RVPDMCN30-MO","",""
"CUS-PDMCN40-MO","CUS-PDCCN40R0-MO",""
"CUS-RPDMCN40-MO","",""
